Track file,G:\Water Maze Data\xxx_0001\data\track_00711.trk
Object,0
Samples,1500
Name,10,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,189.6119,51.3235,38.0000,wall,q4,0.0000,20.4154,78.0387,-,-
2,0.0800,188.5427,50.6107,38.0000,wall,q4,0.0000,20.6658,77.7155,1.2851,16.0633
3,0.1600,187.4734,50.2543,42.0000,wall,q4,0.0000,21.1939,77.1691,1.1271,14.0885
4,0.2400,186.7606,50.2543,68.0000,wall,q4,0.0000,21.7266,76.6488,0.7128,8.9103
5,0.3200,184.9785,49.8979,76.0000,center,q4,0.0000,22.8216,75.6107,1.8174,22.7170
6,0.4000,183.1965,49.5415,79.0000,center,q4,0.0000,23.7115,74.6024,1.8174,22.7170
7,0.4800,181.0580,49.1850,73.0000,center,q4,0.0000,24.9489,73.3815,2.1680,27.0997
8,0.5600,178.5631,49.1850,77.0000,center,q4,0.0000,26.5211,71.7018,2.4949,31.1862
9,0.6400,176.4246,48.8286,85.0000,center,q4,0.0000,27.6812,70.5730,2.1680,27.0997
10,0.7200,173.9297,48.4722,73.0000,center,q4,0.0000,28.8783,69.2719,2.5202,31.5028
11,0.8000,171.4348,47.7594,75.0000,center,q4,0.0000,29.7962,68.3261,2.5947,32.4341
12,0.8800,168.5835,46.3337,72.0000,center,q4,0.0000,30.1964,67.8592,3.1879,39.8482
13,0.9600,166.4450,45.6209,77.0000,center,q4,0.0000,30.6847,67.3025,2.2542,28.1769
14,1.0400,163.9501,44.1953,74.0000,center,q4,0.0000,30.7529,67.2605,2.8735,35.9187
15,1.1200,161.8117,42.7696,86.0000,center,q4,0.0000,30.4457,67.5032,2.5701,32.1267
16,1.2000,159.3168,41.7004,91.0000,center,q4,0.0000,30.5145,67.3691,2.7144,33.9295
17,1.2800,157.1783,40.6311,77.0000,center,q4,0.0000,30.3789,67.4817,2.3909,29.8862
18,1.3600,155.0398,39.5619,80.0000,center,q4,0.0000,30.0932,67.6787,2.3909,29.8862
19,1.4400,152.9013,38.8491,85.0000,center,q4,0.0000,30.1859,67.6220,2.2542,28.1769
20,1.5200,150.4064,38.4926,87.0000,center,q4,0.0000,30.5145,67.1958,2.5202,31.5028
21,1.6000,147.9115,38.4926,99.0000,center,q4,0.0000,31.2060,66.5171,2.4949,31.1862
22,1.6800,145.0602,38.4926,86.0000,center,q4,0.0000,31.8985,65.8488,2.8513,35.6413
23,1.7600,142.5653,39.2055,86.0000,center,q4,0.0000,32.9832,64.6592,2.5947,32.4341
24,1.8400,139.7140,39.5619,83.0000,center,q4,0.0000,33.7616,63.8562,2.8735,35.9187
25,1.9200,136.8627,40.2747,91.0000,center,q4,0.0000,34.8812,62.8191,2.9391,36.7382
26,2.0000,134.0114,40.6311,92.0000,center,q4,0.0000,35.2921,62.2601,2.8735,35.9187
27,2.0800,130.8037,41.3439,88.0000,center,q4,0.0000,36.1738,61.4734,3.2860,41.0746
28,2.1600,127.9524,41.7004,101.0000,center,q4,0.0000,36.3611,61.1914,2.8735,35.9187
29,2.2400,124.7447,41.7004,95.0000,center,q4,0.0000,36.2509,61.4334,3.2077,40.0965
30,2.3200,121.8934,41.7004,96.0000,center,q4,0.0000,35.8014,61.7876,2.8513,35.6413
31,2.4000,119.0421,41.7004,93.0000,center,q4,0.0000,35.3910,62.2705,2.8513,35.6413
32,2.4800,116.1907,42.0568,98.0000,center,q4,0.0000,35.1840,62.5328,2.8735,35.9187
33,2.5600,113.3394,42.4132,87.0000,center,q4,0.0000,34.7608,62.9253,2.8735,35.9187
34,2.6400,110.4881,43.1260,97.0000,center,q4,0.0000,34.6821,63.1085,2.9391,36.7382
35,2.7200,107.6368,43.8388,96.0000,center,q4,0.0000,34.3805,63.4275,2.9391,36.7382
36,2.8000,104.7855,45.2645,96.0000,center,q4,0.0000,34.6327,63.2307,3.1879,39.8482
37,2.8800,102.2906,46.3337,96.0000,center,q4,0.0000,34.5886,63.3489,2.7144,33.9295
38,2.9600,99.4393,48.1158,97.0000,center,q4,0.0000,34.8411,63.1399,3.3624,42.0300
39,3.0400,96.9444,49.5415,77.0000,center,q4,0.0000,34.7919,63.2162,2.8735,35.9187
40,3.1200,94.4495,51.3235,89.0000,center,q4,0.0000,35.0102,63.1316,3.0660,38.3248
41,3.2000,91.5982,52.7492,90.0000,center,q3,0.0000,34.4322,63.6963,3.1879,39.8482
42,3.2800,89.1033,54.1748,98.0000,center,q3,0.0000,34.0463,64.1810,2.8735,35.9187
43,3.3600,86.6084,55.6005,101.0000,center,q3,0.0000,33.5104,64.7895,2.8735,35.9187
44,3.4400,83.7571,57.0261,97.0000,center,q3,0.0000,32.6289,65.7740,3.1879,39.8482
45,3.5200,81.2622,58.8082,95.0000,center,q3,0.0000,32.0078,66.3928,3.0660,38.3248
46,3.6000,78.4109,60.2339,88.0000,center,q3,0.0000,30.8684,67.6474,3.1879,39.8482
47,3.6800,75.5596,62.0159,95.0000,center,q3,0.0000,29.7279,68.8146,3.3624,42.0300
48,3.7600,73.0647,63.4416,94.0000,center,q3,0.0000,28.5887,70.0277,2.8735,35.9187
49,3.8400,70.5698,64.8672,95.0000,center,q3,0.0000,27.2837,71.3359,2.8735,35.9187
50,3.9200,68.4314,66.6493,101.0000,center,q3,0.0000,26.4083,72.2471,2.7837,34.7960
51,4.0000,65.9365,68.0749,101.0000,center,q3,0.0000,25.0125,73.7350,2.8735,35.9187
52,4.0800,63.7980,70.5698,90.0000,center,q3,0.0000,24.2282,74.5148,3.2860,41.0746
53,4.1600,62.0159,72.7083,87.0000,wall,q3,0.0000,23.5907,75.2443,2.7837,34.7960
54,4.2400,60.5903,75.5596,90.0000,wall,q3,0.0000,23.3634,75.4771,3.1879,39.8482
55,4.3200,59.1646,78.0545,88.0000,wall,q3,0.0000,22.9022,75.9587,2.8735,35.9187
56,4.4000,58.0954,80.5494,89.0000,wall,q3,0.0000,22.7770,76.2043,2.7144,33.9295
57,4.4800,57.3825,83.4007,84.0000,wall,q3,0.0000,22.8216,76.1094,2.9391,36.7382
58,4.5600,57.0261,85.8956,88.0000,wall,q3,0.0000,23.0817,75.8589,2.5202,31.5028
59,4.6400,57.0261,88.3905,87.0000,wall,q3,0.0000,23.6955,75.3416,2.4949,31.1862
60,4.7200,57.7390,91.2418,94.0000,center,q3,0.0000,24.8008,74.1438,2.9391,36.7382
61,4.8000,58.0954,93.7367,88.0000,center,q3,0.0000,25.5551,73.4418,2.5202,31.5028
62,4.8800,59.1646,95.8752,81.0000,center,q3,0.0000,26.9228,72.1438,2.3909,29.8862
63,4.9600,59.8774,98.7265,93.0000,center,q3,0.0000,27.8002,71.2138,2.9391,36.7382
64,5.0400,60.9467,101.2214,90.0000,center,q3,0.0000,28.9486,70.0451,2.7144,33.9295
65,5.1200,61.6595,103.7163,95.0000,center,q3,0.0000,29.7194,69.3200,2.5947,32.4341
66,5.2000,62.3723,106.2112,93.0000,center,q3,0.0000,30.2972,68.6852,2.5947,32.4341
67,5.2800,63.0852,108.7061,85.0000,center,q3,0.0000,30.9485,68.1434,2.5947,32.4341
68,5.3600,63.7980,111.2010,86.0000,center,q3,0.0000,31.3015,67.6968,2.5947,32.4341
