Track file,G:\Water Maze Data\xxx_0001\data\track_00708.trk
Object,0
Samples,1500
Name,8,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,191.0375,46.6901,42.0000,wall,q4,0.0000,16.1609,82.2065,-,-
2,0.0800,191.0375,45.9773,74.0000,wall,q4,0.0000,15.6984,82.6948,0.7128,8.9103
3,0.1600,191.0375,45.6209,81.0000,wall,q4,0.0000,15.4743,82.9402,0.3564,4.4552
4,0.2400,191.3940,44.9081,95.0000,wall,q4,0.0000,14.7557,83.6903,0.7970,9.9621
5,0.3200,191.7504,44.1953,85.0000,wall,q4,0.0000,14.0456,84.4413,0.7970,9.9621
6,0.4000,192.1068,43.8388,85.0000,wall,q4,0.0000,13.5484,84.9453,0.5040,6.3006
7,0.4800,192.8196,43.4824,75.0000,wall,q4,0.0000,12.7614,85.7061,0.7970,9.9621
8,0.5600,193.1760,43.4824,79.0000,wall,q4,0.0000,12.4745,85.9636,0.3564,4.4552
9,0.6400,193.8889,43.4824,75.0000,wall,q4,0.0000,11.9119,86.4808,0.7128,8.9103
10,0.7200,194.2453,43.4824,80.0000,wall,q4,0.0000,11.6368,86.7404,0.3564,4.4552
11,0.8000,194.6017,44.1953,81.0000,wall,q4,0.0000,11.8477,86.5162,0.7970,9.9621
12,0.8800,195.3145,45.2645,76.0000,wall,q4,0.0000,12.0971,86.3253,1.2851,16.0633
13,0.9600,195.6709,45.9773,85.0000,wall,q4,0.0000,12.3517,86.1191,0.7970,9.9621
14,1.0400,196.7402,46.6901,81.0000,wall,q4,0.0000,12.0971,86.4608,1.2851,16.0633
15,1.1200,198.1658,47.7594,89.0000,wall,q4,0.0000,11.6912,86.8685,1.7821,22.2758
16,1.2000,199.5915,48.4722,91.0000,wall,q4,0.0000,10.9796,87.5316,1.5939,19.9241
17,1.2800,201.0171,49.5415,88.0000,wall,q4,0.0000,10.5789,88.0022,1.7821,22.2758
18,1.3600,202.4428,50.2543,86.0000,wall,q4,0.0000,9.8579,88.7169,1.5939,19.9241
19,1.4400,203.5120,50.9671,72.0000,wall,q4,0.0000,9.4096,89.1641,1.2851,16.0633
20,1.5200,204.5813,52.0363,83.0000,wall,q4,0.0000,9.1980,89.4246,1.5121,18.9017
21,1.6000,205.6505,53.4620,82.0000,wall,q1,0.0000,9.1980,89.5129,1.7821,22.2758
22,1.6800,206.0069,54.8877,80.0000,wall,q1,0.0000,9.5967,89.0350,1.4695,18.3691
23,1.7600,206.3633,57.0261,83.0000,wall,q1,0.0000,10.4824,88.2067,2.1680,27.0997
24,1.8400,206.3633,58.4518,83.0000,wall,q1,0.0000,11.1859,87.4751,1.4257,17.8207
25,1.9200,206.0069,60.9467,87.0000,wall,q1,0.0000,12.7763,85.9251,2.5202,31.5028
26,2.0000,206.0069,62.7287,82.0000,wall,q1,0.0000,13.7531,85.0710,1.7821,22.2758
27,2.0800,205.6505,64.5108,73.0000,wall,q1,0.0000,14.8244,83.9286,1.8174,22.7170
28,2.1600,205.2941,65.9365,59.0000,wall,q1,0.0000,15.7831,82.9681,1.4695,18.3691
29,2.2400,204.5813,67.0057,73.0000,wall,q1,0.0000,16.8987,81.8568,1.2851,16.0633
30,2.3200,203.8684,67.3621,84.0000,wall,q1,0.0000,17.6955,81.0599,0.7970,9.9621
31,2.4000,202.4428,68.0749,85.0000,wall,q1,0.0000,19.2892,79.4661,1.5939,19.9241
32,2.4800,201.0171,68.4314,91.0000,wall,q1,0.0000,20.7211,78.0286,1.4695,18.3691
33,2.5600,200.3043,68.4314,84.0000,wall,q1,0.0000,21.3610,77.3894,0.7128,8.9103
34,2.6400,198.8786,68.4314,69.0000,center,q1,0.0000,22.6344,76.1148,1.4257,17.8207
35,2.7200,198.1658,68.7878,71.0000,center,q1,0.0000,23.4313,75.3179,0.7970,9.9621
36,2.8000,197.4530,68.4314,70.0000,center,q1,0.0000,23.9089,74.8457,0.7970,9.9621
37,2.8800,197.0966,68.0749,74.0000,center,q1,0.0000,24.0731,74.6944,0.5040,6.3006
38,2.9600,196.7402,67.7185,81.0000,center,q1,0.0000,24.2204,74.5463,0.5040,6.3006
39,3.0400,196.7402,67.3621,74.0000,center,q1,0.0000,24.0282,74.7147,0.3564,4.4552
40,3.1200,196.7402,67.0057,81.0000,center,q1,0.0000,23.8398,74.8845,0.3564,4.4552
41,3.2000,197.0966,66.6493,81.0000,center,q1,0.0000,23.3498,75.3681,0.5040,6.3006
42,3.2800,197.0966,66.2929,79.0000,center,q1,0.0000,23.1669,75.5398,0.3564,4.4552
43,3.3600,197.4530,65.9365,80.0000,center,q1,0.0000,22.6792,76.0242,0.5040,6.3006
44,3.4400,197.8094,65.9365,83.0000,center,q1,0.0000,22.3719,76.3361,0.3564,4.4552
45,3.5200,198.1658,66.2929,77.0000,center,q1,0.0000,22.2523,76.4775,0.5040,6.3006
46,3.6000,198.5222,66.6493,83.0000,center,q1,0.0000,22.1436,76.6219,0.5040,6.3006
47,3.6800,198.8786,67.0057,84.0000,wall,q1,0.0000,22.0055,76.7694,0.5040,6.3006
48,3.7600,199.2351,67.7185,79.0000,wall,q1,0.0000,21.9968,76.7563,0.7970,9.9621
49,3.8400,198.8786,68.7878,86.0000,center,q1,0.0000,22.7937,75.9545,1.1271,14.0885
50,3.9200,198.8786,69.8570,87.0000,center,q1,0.0000,23.2735,75.4815,1.0692,13.3655
51,4.0000,198.5222,70.9263,85.0000,center,q1,0.0000,24.0704,74.6983,1.1271,14.0885
52,4.0800,197.8094,72.7083,93.0000,center,q1,0.0000,25.5029,73.3046,1.9193,23.9918
53,4.1600,197.0966,74.1340,85.0000,center,q1,0.0000,26.7785,72.0761,1.5939,19.9241
54,4.2400,196.0273,75.5596,87.0000,center,q1,0.0000,28.3724,70.5333,1.7821,22.2758
55,4.3200,194.9581,77.3417,87.0000,center,q1,0.0000,29.9938,68.8695,2.0782,25.9779
56,4.4000,193.8889,79.1238,88.0000,center,q1,0.0000,31.6386,67.2287,2.0782,25.9779
57,4.4800,192.8196,80.9058,94.0000,center,q1,0.0000,33.2536,65.6127,2.0782,25.9779
58,4.5600,191.7504,82.6879,97.0000,center,q1,0.0000,34.8794,64.0234,2.0782,25.9779
59,4.6400,191.0375,84.8264,96.0000,center,q1,0.0000,36.2982,62.7004,2.2542,28.1769
60,4.7200,190.3247,86.9649,97.0000,center,q1,0.0000,37.5166,61.4316,2.2542,28.1769
61,4.8000,189.2555,89.1033,99.0000,center,q1,0.0000,39.0756,59.8735,2.3909,29.8862
62,4.8800,188.5427,90.8854,92.0000,center,q1,0.0000,40.2005,58.7925,1.9193,23.9918
63,4.9600,187.4734,92.6675,101.0000,center,q1,0.0000,41.6028,57.4042,2.0782,25.9779
64,5.0400,186.7606,93.7367,98.0000,center,q1,0.0000,42.4416,56.5211,1.2851,16.0633
65,5.1200,185.3349,94.8059,104.0000,center,q1,0.0000,44.0066,54.9484,1.7821,22.2758
66,5.2000,183.9093,95.8752,102.0000,center,q1,0.0000,45.5875,53.3889,1.7821,22.2758
67,5.2800,181.7708,97.3008,100.0000,center,q1,0.0000,47.9359,51.0958,2.5701,32.1267
68,5.3600,179.9887,98.0137,105.0000,center,q1,0.0000,49.8061,49.2499,1.9193,23.9918
69,5.4400,177.8503,99.0829,104.0000,center,q1,0.0000,52.0363,47.0251,2.3909,29.8862
70,5.5200,175.7118,100.1521,104.0000,center,q1,0.0000,54.1854,44.8174,2.3909,29.8862
