Track file,G:\Water Maze Data\xxx_0001\data\track_00447.trk
Object,0
Samples,1500
Name,9,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,57.3825,151.8321,28.0000,wall,q3,0.0000,10.2805,88.4201,-,-
2,0.0800,57.7390,151.1193,62.0000,wall,q3,0.0000,10.9796,87.7292,0.7970,9.9621
3,0.1600,58.8082,150.4064,74.0000,wall,q3,0.0000,12.2639,86.4442,1.2851,16.0633
4,0.2400,59.8774,149.3372,82.0000,wall,q3,0.0000,13.7115,84.9635,1.5121,18.9017
5,0.3200,60.9467,148.6244,102.0000,wall,q3,0.0000,14.9906,83.6784,1.2851,16.0633
6,0.4000,62.3723,147.1987,99.0000,wall,q3,0.0000,16.9324,81.7060,2.0162,25.2022
7,0.4800,63.7980,145.7731,95.0000,wall,q3,0.0000,18.8899,79.7357,2.0162,25.2022
8,0.5600,65.2236,143.9910,103.0000,wall,q3,0.0000,21.0556,77.5780,2.2822,28.5270
9,0.6400,66.6493,142.2089,112.0000,center,q3,0.0000,23.2353,75.4277,2.2822,28.5270
10,0.7200,68.0749,140.0704,101.0000,center,q3,0.0000,25.5526,73.1031,2.5701,32.1267
11,0.8000,69.5006,137.9320,91.0000,center,q3,0.0000,27.8824,70.7954,2.5701,32.1267
12,0.8800,70.9263,136.1499,101.0000,center,q3,0.0000,30.0171,68.6787,2.2822,28.5270
13,0.9600,72.3519,134.0114,105.0000,center,q3,0.0000,32.3395,66.4048,2.5701,32.1267
14,1.0400,73.7776,131.8729,100.0000,center,q3,0.0000,34.5886,64.1532,2.5701,32.1267
15,1.1200,75.5596,129.7345,104.0000,center,q3,0.0000,37.1389,61.6057,2.7837,34.7960
16,1.2000,76.9853,127.5960,104.0000,center,q3,0.0000,39.3704,59.4032,2.5701,32.1267
17,1.2800,78.7673,125.4575,112.0000,center,q3,0.0000,41.9206,56.9042,2.7837,34.7960
18,1.3600,80.5494,122.9626,111.0000,center,q3,0.0000,44.5517,54.2996,3.0660,38.3248
19,1.4400,81.9751,120.8241,101.0000,center,q3,0.0000,46.6616,52.2026,2.5701,32.1267
20,1.5200,83.4007,118.6856,112.0000,center,q3,0.0000,48.7231,50.1497,2.5701,32.1267
21,1.6000,85.1828,116.5472,112.0000,center,q3,0.0000,51.1611,47.8050,2.7837,34.7960
22,1.6800,86.9649,114.0523,106.0000,center,q3,0.0000,53.5107,45.4203,3.0660,38.3248
23,1.7600,88.3905,112.2702,113.0000,center,q3,0.0000,55.3268,43.6198,2.2822,28.5270
24,1.8400,89.8162,110.1317,107.0000,center,q3,0.0000,57.1619,41.8024,2.5701,32.1267
25,1.9200,91.5982,107.6368,112.0000,center,q3,0.0000,59.2976,39.6693,3.0660,38.3248
26,2.0000,93.3803,105.4983,105.0000,center,q3,0.0000,61.3124,37.6888,2.7837,34.7960
27,2.0800,95.1624,103.3599,108.0000,center,q3,0.0000,63.1667,35.8154,2.7837,34.7960
28,2.1600,96.9444,101.5778,116.0000,center,q3,0.0000,64.9152,34.0518,2.5202,31.5028
29,2.2400,98.7265,99.4393,116.0000,center,q3,0.0000,66.5644,32.4236,2.7837,34.7960
30,2.3200,100.5086,97.6573,118.0000,center,q3,0.0000,68.0460,30.8990,2.5202,31.5028
31,2.4000,101.9342,95.5188,118.0000,center,q3,0.0000,68.9823,29.9425,2.5701,32.1267
32,2.4800,103.7163,93.7367,115.0000,center,q3,0.0000,70.1274,28.7301,2.5202,31.5028
33,2.5600,105.4983,91.5982,116.0000,center,q3,0.0000,70.9298,27.8362,2.7837,34.7960
34,2.6400,107.6368,89.4597,113.0000,center,q3,0.0000,71.7604,26.8892,3.0243,37.8033
35,2.7200,109.4189,87.3213,123.0000,center,q3,0.0000,71.9726,26.5467,2.7837,34.7960
36,2.8000,110.8445,85.1828,124.0000,center,q3,0.0000,71.6027,26.7610,2.5701,32.1267
37,2.8800,112.6266,83.4007,116.0000,center,q3,0.0000,71.5184,26.7135,2.5202,31.5028
38,2.9600,114.7651,81.2622,118.0000,center,q3,0.0000,71.1444,26.9691,3.0243,37.8033
39,3.0400,116.5472,79.8366,120.0000,center,q4,0.0000,70.8438,27.1335,2.2822,28.5270
40,3.1200,118.3292,78.0545,120.0000,center,q4,0.0000,70.1057,27.8041,2.5202,31.5028
41,3.2000,120.1113,76.6289,117.0000,center,q4,0.0000,69.4339,28.3516,2.2822,28.5270
42,3.2800,122.2498,75.2032,113.0000,center,q4,0.0000,68.7397,28.9592,2.5701,32.1267
43,3.3600,124.0318,74.1340,113.0000,center,q4,0.0000,68.2054,29.5112,2.0782,25.9779
44,3.4400,125.8139,73.4211,116.0000,center,q4,0.0000,67.7448,29.8454,1.9193,23.9918
45,3.5200,127.5960,73.0647,117.0000,center,q4,0.0000,67.6791,29.9435,1.8174,22.7170
46,3.6000,129.3780,72.3519,110.0000,center,q4,0.0000,67.0398,30.5070,1.9193,23.9918
47,3.6800,131.1601,71.9955,108.0000,center,q4,0.0000,66.7445,30.8222,1.8174,22.7170
48,3.7600,132.9422,71.6391,109.0000,center,q4,0.0000,66.3168,31.2401,1.8174,22.7170
49,3.8400,134.3678,71.2827,107.0000,center,q4,0.0000,65.9249,31.7166,1.4695,18.3691
50,3.9200,135.7935,70.5698,101.0000,center,q4,0.0000,64.9817,32.6055,1.5939,19.9241
51,4.0000,137.5755,70.2134,92.0000,center,q4,0.0000,64.3689,33.2654,1.8174,22.7170
52,4.0800,138.6448,70.2134,100.0000,center,q4,0.0000,64.2217,33.4940,1.0692,13.3655
53,4.1600,140.0704,70.2134,104.0000,center,q4,0.0000,63.8408,33.8490,1.4257,17.8207
54,4.2400,141.8525,70.9263,111.0000,center,q4,0.0000,64.0563,33.6953,1.9193,23.9918
55,4.3200,143.2782,71.2827,122.0000,center,q4,0.0000,63.9173,33.8500,1.4695,18.3691
56,4.4000,145.0602,72.3519,114.0000,center,q4,0.0000,64.3067,33.5643,2.0782,25.9779
57,4.4800,146.8423,73.4211,123.0000,center,q4,0.0000,64.5541,33.4056,2.0782,25.9779
58,4.5600,148.2679,74.4904,122.0000,center,q4,0.0000,64.7947,33.1888,1.7821,22.2758
