Track file,G:\Water Maze Data\xxx_0001\data\track_00715.trk
Object,0
Samples,1500
Name,9,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,197.8094,52.7492,115.0000,wall,q4,0.0000,15.0413,83.5094,-,-
2,0.0800,195.3145,54.1748,81.0000,wall,q4,0.0000,17.8989,80.6587,2.8735,35.9187
3,0.1600,193.5324,55.6005,47.0000,wall,q4,0.0000,20.1775,78.3774,2.2822,28.5270
4,0.2400,193.1760,55.6005,60.0000,wall,q4,0.0000,20.4527,78.0932,0.3564,4.4552
5,0.3200,192.8196,55.2441,84.0000,wall,q4,0.0000,20.4899,78.0264,0.5040,6.3006
6,0.4000,191.7504,55.2441,99.0000,wall,q4,0.0000,21.3194,77.1816,1.0692,13.3655
7,0.4800,190.6811,54.8877,105.0000,center,q4,0.0000,21.9592,76.5651,1.1271,14.0885
8,0.5600,189.9683,54.1748,92.0000,center,q4,0.0000,22.1005,76.4620,1.0081,12.6011
9,0.6400,189.2555,53.1056,97.0000,center,q4,0.0000,21.9274,76.6029,1.2851,16.0633
10,0.7200,188.8991,52.0363,101.0000,wall,q4,0.0000,21.4234,77.0327,1.1271,14.0885
11,0.8000,188.8991,50.6107,84.0000,wall,q4,0.0000,20.4154,77.9799,1.4257,17.8207
12,0.8800,188.8991,49.8979,94.0000,wall,q4,0.0000,19.9114,78.4589,0.7128,8.9103
13,0.9600,188.8991,49.1850,95.0000,wall,q4,0.0000,19.4204,78.9415,0.7128,8.9103
14,1.0400,189.6119,48.4722,89.0000,wall,q4,0.0000,18.4132,79.9488,1.0081,12.6011
15,1.1200,190.3247,48.1158,87.0000,wall,q4,0.0000,17.6488,80.7142,0.7970,9.9621
16,1.2000,190.6811,47.7594,94.0000,wall,q4,0.0000,17.1449,81.2178,0.5040,6.3006
17,1.2800,191.3940,47.4030,87.0000,wall,q4,0.0000,16.3834,81.9838,0.7970,9.9621
18,1.3600,191.7504,47.0466,67.0000,wall,q4,0.0000,15.8794,82.4874,0.5040,6.3006
