Track file,G:\Water Maze Data\xxx_0001\data\track_00609.trk
Object,0
Samples,322
Name,7,
Goal Position,SW,
Comment,,
Trial,5,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,47.7594,68.4314,94.0000,wall,q3,0.0000,8.9103,90.0388,-,-
2,0.0800,49.1850,67.3621,91.0000,wall,q3,0.0000,9.7282,89.1428,1.7821,22.2758
3,0.1600,50.9671,66.6493,87.0000,wall,q3,0.0000,11.0027,87.8018,1.9193,23.9918
4,0.2400,52.7492,66.2929,95.0000,wall,q3,0.0000,12.4337,86.3313,1.8174,22.7170
5,0.3200,55.2441,65.9365,97.0000,wall,q3,0.0000,14.5083,84.2327,2.5202,31.5028
6,0.4000,57.0261,66.2929,95.0000,wall,q3,0.0000,16.2589,82.4758,1.8174,22.7170
7,0.4800,58.4518,66.6493,91.0000,wall,q3,0.0000,17.6955,81.0403,1.4695,18.3691
8,0.5600,59.5210,68.0749,89.0000,wall,q3,0.0000,19.2892,79.4512,1.7821,22.2758
9,0.6400,60.2339,68.7878,99.0000,wall,q3,0.0000,20.2435,78.4991,1.0081,12.6011
10,0.7200,60.2339,69.8570,97.0000,wall,q3,0.0000,20.7211,78.0416,1.0692,13.3655
11,0.8000,59.8774,70.2134,99.0000,wall,q3,0.0000,20.5642,78.2155,0.5040,6.3006
12,0.8800,59.5210,70.5698,100.0000,wall,q3,0.0000,20.4029,78.3924,0.5040,6.3006
13,0.9600,59.1646,70.5698,89.0000,wall,q3,0.0000,20.0860,78.7174,0.3564,4.4552
14,1.0400,58.4518,71.2827,90.0000,wall,q3,0.0000,19.7673,79.0812,1.0081,12.6011
15,1.1200,58.0954,71.6391,100.0000,wall,q3,0.0000,19.6060,79.2673,0.5040,6.3006
16,1.2000,57.3825,72.3519,112.0000,wall,q3,0.0000,19.2760,79.6478,1.0081,12.6011
17,1.2800,56.6697,73.7776,111.0000,wall,q3,0.0000,19.0639,79.7770,1.5939,19.9241
18,1.3600,56.3133,75.2032,104.0000,wall,q3,0.0000,19.2760,79.6034,1.4695,18.3691
19,1.4400,55.9569,76.6289,103.0000,wall,q3,0.0000,19.3975,79.4565,1.4695,18.3691
20,1.5200,56.3133,78.4109,99.0000,wall,q3,0.0000,20.4029,78.5483,1.8174,22.7170
21,1.6000,56.6697,79.8366,99.0000,wall,q3,0.0000,21.1939,77.7765,1.4695,18.3691
22,1.6800,57.7390,80.9058,96.0000,wall,q3,0.0000,22.5697,76.4423,1.5121,18.9017
23,1.7600,58.4518,81.2622,109.0000,wall,q3,0.0000,23.3498,75.6573,0.7970,9.9621
24,1.8400,59.5210,81.2622,106.0000,center,q3,0.0000,24.3616,74.6330,1.0692,13.3655
25,1.9200,60.5903,80.9058,110.0000,center,q3,0.0000,25.2476,73.7152,1.1271,14.0885
26,2.0000,61.6595,80.1930,111.0000,center,q3,0.0000,26.0206,72.9130,1.2851,16.0633
27,2.0800,62.3723,79.1238,104.0000,center,q3,0.0000,26.2805,72.5776,1.2851,16.0633
