Track file,G:\Water Maze Data\xxx_0001\data\track_00528.trk
Object,0
Samples,1500
Name,7,
Goal Position,SW,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,222.0455,140.4269,32.0000,wall,q1,0.0000,0.5040,98.5321,-,-
2,0.0800,221.3327,141.4961,29.0000,wall,q1,0.0000,0.7128,98.2895,1.2851,16.0633
3,0.1600,208.8582,145.7731,44.0000,wall,q1,0.0000,9.7868,88.9450,13.1873,164.8412
4,0.2400,208.1454,145.7731,62.0000,wall,q1,0.0000,10.3911,88.3215,0.7128,8.9103
5,0.3200,207.4326,145.4166,71.0000,wall,q1,0.0000,11.1859,87.5253,0.7970,9.9621
6,0.4000,219.1942,144.7038,53.0000,wall,q1,0.0000,1.1271,97.6594,11.7832,147.2903
7,0.4800,218.8378,144.3474,55.0000,wall,q1,0.0000,1.5939,97.1847,0.5040,6.3006
8,0.5600,219.9070,142.2089,17.0000,wall,q1,0.0000,1.5939,97.2670,2.3909,29.8862
9,0.6400,208.8582,141.8525,88.0000,wall,q1,0.0000,11.6368,87.1193,11.0546,138.1820
10,0.7200,209.9275,140.7833,102.0000,wall,q1,0.0000,11.1575,87.6078,1.5121,18.9017
11,0.8000,211.7095,139.3576,91.0000,wall,q1,0.0000,10.2061,88.6199,2.2822,28.5270
12,0.8800,213.4916,138.6448,97.0000,wall,q1,0.0000,8.9317,89.9602,1.9193,23.9918
13,0.9600,214.2044,138.2884,95.0000,wall,q1,0.0000,8.4493,90.4741,0.7970,9.9621
14,1.0400,215.2737,138.2884,84.0000,wall,q1,0.0000,7.4932,91.4587,1.0692,13.3655
15,1.1200,215.6301,137.9320,86.0000,wall,q1,0.0000,7.3390,91.6502,0.5040,6.3006
16,1.2000,215.6301,137.5755,87.0000,wall,q1,0.0000,7.4421,91.5142,0.3564,4.4552
17,1.2800,214.9172,136.8627,92.0000,wall,q1,0.0000,8.3434,90.5849,1.0081,12.6011
18,1.3600,214.9172,136.5063,83.0000,wall,q1,0.0000,8.4718,90.4516,0.3564,4.4552
19,1.4400,215.2737,136.1499,62.0000,wall,q1,0.0000,8.2284,90.6508,0.5040,6.3006
20,1.5200,215.2737,135.4371,63.0000,wall,q1,0.0000,8.4718,90.3911,0.7128,8.9103
21,1.6000,215.6301,134.7242,73.0000,wall,q1,0.0000,8.4493,90.4697,0.7970,9.9621
22,1.6800,215.9865,134.3678,86.0000,wall,q1,0.0000,8.2284,90.6787,0.5040,6.3006
23,1.7600,216.6993,132.9422,103.0000,wall,q1,0.0000,8.0094,90.8648,1.5939,19.9241
24,1.8400,217.7685,131.5165,90.0000,wall,q1,0.0000,7.5523,91.4167,1.7821,22.2758
25,1.9200,218.1250,130.4473,85.0000,wall,q1,0.0000,7.5523,91.4263,1.1271,14.0885
26,2.0000,218.8378,128.3088,97.0000,wall,q1,0.0000,7.5523,91.4873,2.2542,28.1769
27,2.0800,219.5506,126.5267,98.0000,wall,q1,0.0000,7.2694,91.6953,1.9193,23.9918
28,2.1600,219.9070,124.7447,88.0000,wall,q1,0.0000,7.3476,91.5967,1.8174,22.7170
29,2.2400,219.9070,122.6062,84.0000,wall,q1,0.0000,7.8895,91.1085,2.1385,26.7310
30,2.3200,219.9070,121.1805,81.0000,wall,q1,0.0000,8.2284,90.8095,1.4257,17.8207
31,2.4000,218.4814,119.3985,78.0000,wall,q1,0.0000,10.0050,89.0648,2.2822,28.5270
32,2.4800,217.0557,117.9728,79.0000,wall,q1,0.0000,11.6040,87.4061,2.0162,25.2022
33,2.5600,215.2737,116.9036,87.0000,wall,q1,0.0000,13.5625,85.4688,2.0782,25.9779
34,2.6400,213.4916,116.1907,84.0000,wall,q1,0.0000,15.3919,83.5946,1.9193,23.9918
35,2.7200,211.7095,115.8343,80.0000,wall,q1,0.0000,17.2004,81.7785,1.8174,22.7170
36,2.8000,209.2146,115.8343,82.0000,wall,q1,0.0000,19.6836,79.3164,2.4949,31.1862
37,2.8800,206.7197,115.8343,80.0000,center,q1,0.0000,22.1579,76.8565,2.4949,31.1862
38,2.9600,204.5813,115.4779,91.0000,center,q1,0.0000,24.3250,74.6885,2.1680,27.0997
39,3.0400,202.7992,115.4779,90.0000,center,q1,0.0000,26.0767,72.9329,1.7821,22.2758
40,3.1200,200.3043,114.4087,92.0000,center,q1,0.0000,28.6929,70.2930,2.7144,33.9295
41,3.2000,198.8786,113.6959,93.0000,center,q1,0.0000,30.1943,68.7709,1.5939,19.9241
42,3.2800,197.4530,111.5574,89.0000,center,q1,0.0000,31.9443,67.0514,2.5701,32.1267
43,3.3600,196.3837,109.4189,99.0000,center,q1,0.0000,33.3375,65.7424,2.3909,29.8862
44,3.4400,195.6709,107.6368,91.0000,center,q1,0.0000,34.2157,64.8765,1.9193,23.9918
45,3.5200,195.6709,105.8548,89.0000,center,q1,0.0000,34.2231,64.7685,1.7821,22.2758
46,3.6000,196.3837,103.7163,94.0000,center,q1,0.0000,33.6240,65.4163,2.2542,28.1769
47,3.6800,197.0966,102.2906,97.0000,center,q1,0.0000,32.9466,66.1250,1.5939,19.9241
48,3.7600,198.1658,100.5086,87.0000,center,q1,0.0000,31.7528,67.2318,2.0782,25.9779
49,3.8400,199.2351,99.0829,92.0000,center,q1,0.0000,30.6515,68.3635,1.7821,22.2758
50,3.9200,200.3043,98.0137,92.0000,center,q1,0.0000,29.5823,69.4968,1.5121,18.9017
51,4.0000,201.7299,97.6573,88.0000,center,q1,0.0000,28.1567,70.9442,1.4695,18.3691
52,4.0800,203.5120,97.3008,92.0000,center,q1,0.0000,26.3746,72.7478,1.8174,22.7170
53,4.1600,205.6505,97.3008,78.0000,center,q1,0.0000,24.2361,74.8803,2.1385,26.7310
54,4.2400,207.0761,97.3008,90.0000,center,q1,0.0000,22.8105,76.3022,1.4257,17.8207
55,4.3200,209.2146,97.6573,83.0000,wall,q1,0.0000,20.6720,78.4109,2.1680,27.0997
