Track file,G:\Water Maze Data\xxx_0001\data\track_00500.trk
Object,0
Samples,93
Name,8,
Goal Position,SW,
Comment,,
Trial,4,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,199.9479,141.8525,76.0000,wall,q1,0.0000,19.4564,79.2541,-,-
2,0.0800,197.4530,140.7833,79.0000,center,q1,0.0000,22.1436,76.5567,2.7144,33.9295
3,0.1600,195.6709,139.3576,72.0000,center,q1,0.0000,24.4059,74.3031,2.2822,28.5270
4,0.2400,193.8889,138.6448,70.0000,center,q1,0.0000,26.2974,72.4013,1.9193,23.9918
5,0.3200,192.1068,138.2884,64.0000,center,q1,0.0000,27.9960,70.6786,1.8174,22.7170
6,0.4000,191.0375,138.2884,62.0000,center,q1,0.0000,28.9134,69.7559,1.0692,13.3655
7,0.4800,188.5427,139.3576,70.0000,center,q1,0.0000,30.4520,68.1865,2.7144,33.9295
8,0.5600,186.7606,140.7833,67.0000,center,q1,0.0000,31.1571,67.4805,2.2822,28.5270
9,0.6400,185.3349,142.9217,65.0000,center,q1,0.0000,31.0100,67.5539,2.5701,32.1267
10,0.7200,183.9093,145.4166,66.0000,center,q1,0.0000,30.5810,67.9478,2.8735,35.9187
11,0.8000,183.5529,146.4859,72.0000,center,q1,0.0000,30.2280,68.3486,1.1271,14.0885
12,0.8800,181.7708,150.4064,71.0000,center,q1,0.0000,28.7703,69.6067,4.3066,53.8320
13,0.9600,180.3451,152.9013,68.0000,center,q1,0.0000,28.0028,70.3276,2.8735,35.9187
14,1.0400,178.5631,155.0398,66.0000,center,q1,0.0000,27.6100,70.6538,2.7837,34.7960
15,1.1200,176.7810,157.1783,66.0000,center,q1,0.0000,27.1857,71.0876,2.7837,34.7960
16,1.2000,175.7118,158.2475,66.0000,center,q1,0.0000,26.9464,71.2322,1.5121,18.9017
17,1.2800,173.2169,161.4552,72.0000,center,q2,0.0000,25.8836,72.2698,4.0637,50.7967
18,1.3600,171.0784,163.5937,65.0000,center,q2,0.0000,25.2450,72.8161,3.0243,37.8033
19,1.4400,168.9399,165.3758,74.0000,center,q2,0.0000,24.8213,73.1780,2.7837,34.7960
20,1.5200,166.8014,167.1579,75.0000,center,q2,0.0000,24.3876,73.6435,2.7837,34.7960
21,1.6000,165.7322,168.2271,74.0000,center,q2,0.0000,23.9089,74.0717,1.5121,18.9017
22,1.6800,162.1681,170.0092,59.0000,center,q2,0.0000,23.8264,74.0801,3.9848,49.8103
23,1.7600,159.3168,170.7220,72.0000,center,q2,0.0000,24.2911,73.5826,2.9391,36.7382
24,1.8400,156.4655,171.0784,60.0000,center,q2,0.0000,24.9107,72.8659,2.8735,35.9187
25,1.9200,153.6141,171.4348,61.0000,center,q2,0.0000,25.5849,72.2564,2.8735,35.9187
26,2.0000,152.1885,171.4348,66.0000,center,q2,0.0000,25.9399,71.8224,1.4257,17.8207
27,2.0800,147.9115,171.4348,65.0000,center,q2,0.0000,27.0616,70.6773,4.2770,53.4620
28,2.1600,145.0602,171.7912,57.0000,center,q2,0.0000,27.3209,70.3979,2.8735,35.9187
29,2.2400,142.5653,172.1476,70.0000,center,q2,0.0000,27.3209,70.2929,2.5202,31.5028
30,2.3200,139.7140,173.2169,67.0000,center,q2,0.0000,26.7191,70.9403,3.0452,38.0650
31,2.4000,138.2884,173.5733,71.0000,center,q2,0.0000,26.5689,71.1333,1.4695,18.3691
32,2.4800,134.3678,175.7118,71.0000,center,q2,0.0000,24.5951,72.9736,4.4658,55.8231
33,2.5600,131.8729,176.7810,69.0000,center,q2,0.0000,23.6955,73.9694,2.7144,33.9295
34,2.6400,129.3780,178.2067,70.0000,center,q2,0.0000,22.2009,75.4064,2.8735,35.9187
35,2.7200,126.8831,179.6323,73.0000,center,q2,0.0000,20.6720,76.9240,2.8735,35.9187
36,2.8000,125.8139,180.3451,67.0000,wall,q2,0.0000,19.9591,77.6995,1.2851,16.0633
37,2.8800,121.8934,182.1272,66.0000,wall,q2,0.0000,17.8776,79.8282,4.3066,53.8320
38,2.9600,119.7549,183.1965,72.0000,wall,q2,0.0000,16.4916,81.1585,2.3909,29.8862
