Track file,G:\Water Maze Data\xxx_0001\data\track_00169.trk
Object,0
Samples,254
Name,6,
Goal Position,NE,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,51.6799,69.5006,35.0000,wall,q3,0.0000,12.9148,86.0086,-,-
2,0.0800,51.6799,70.2134,31.0000,wall,q3,0.0000,13.1873,85.7350,0.7128,8.9103
3,0.1600,50.9671,70.9263,50.0000,wall,q3,0.0000,12.7365,86.1282,1.0081,12.6011
4,0.2400,49.5415,73.0647,81.0000,wall,q3,0.0000,12.1808,86.6972,2.5701,32.1267
5,0.3200,48.4722,74.4904,82.0000,wall,q3,0.0000,11.6531,87.2290,1.7821,22.2758
6,0.4000,47.4030,76.6289,75.0000,wall,q3,0.0000,11.3885,87.5779,2.3909,29.8862
7,0.4800,46.3337,77.6981,64.0000,wall,q3,0.0000,10.7221,88.2886,1.5121,18.9017
8,0.5600,45.6209,78.4109,51.0000,wall,q3,0.0000,10.2061,88.7736,1.0081,12.6011
9,0.6400,44.5517,79.1238,47.0000,wall,q3,0.0000,9.3554,89.6110,1.2851,16.0633
10,0.7200,44.1953,79.8366,60.0000,wall,q3,0.0000,9.1634,89.7697,0.7970,9.9621
11,0.8000,43.4824,80.9058,68.0000,wall,q3,0.0000,8.7376,90.1932,1.2851,16.0633
12,0.8800,43.1260,82.3315,71.0000,wall,q3,0.0000,8.7376,90.2046,1.4695,18.3691
13,0.9600,42.7696,83.7571,81.0000,wall,q3,0.0000,8.7376,90.2399,1.4695,18.3691
14,1.0400,42.7696,85.8956,75.0000,wall,q3,0.0000,9.2530,89.8125,2.1385,26.7310
15,1.1200,43.1260,87.6777,72.0000,wall,q3,0.0000,9.8579,89.1426,1.8174,22.7170
16,1.2000,44.1953,90.1726,74.0000,wall,q3,0.0000,11.2539,87.6948,2.7144,33.9295
17,1.2800,45.2645,91.5982,79.0000,wall,q3,0.0000,12.5557,86.4403,1.7821,22.2758
18,1.3600,46.3337,93.0239,78.0000,wall,q3,0.0000,13.8406,85.2046,1.7821,22.2758
19,1.4400,47.4030,94.4495,79.0000,wall,q3,0.0000,15.0751,83.9885,1.7821,22.2758
20,1.5200,49.1850,95.8752,80.0000,wall,q3,0.0000,17.0558,82.0827,2.2822,28.5270
21,1.6000,50.6107,97.3008,76.0000,wall,q3,0.0000,18.5335,80.5521,2.0162,25.2022
22,1.6800,52.0363,98.3701,89.0000,wall,q3,0.0000,19.9591,79.0625,1.7821,22.2758
23,1.7600,53.8184,99.7957,87.0000,wall,q3,0.0000,21.7529,77.2144,2.2822,28.5270
24,1.8400,55.6005,100.8650,86.0000,wall,q3,0.0000,23.5907,75.3984,2.0782,25.9779
25,1.9200,57.0261,101.9342,95.0000,center,q3,0.0000,25.1113,73.9528,1.7821,22.2758
26,2.0000,58.8082,103.3599,91.0000,center,q3,0.0000,26.9228,72.1675,2.2822,28.5270
27,2.0800,60.5903,104.7855,92.0000,center,q3,0.0000,28.5687,70.4109,2.2822,28.5270
28,2.1600,62.0159,106.2112,89.0000,center,q3,0.0000,29.9408,69.0412,2.0162,25.2022
29,2.2400,63.7980,107.2804,85.0000,center,q3,0.0000,31.7208,67.3238,2.0782,25.9779
30,2.3200,65.5801,109.0625,84.0000,center,q3,0.0000,33.3775,65.6911,2.5202,31.5028
31,2.4000,67.0057,110.1317,85.0000,center,q3,0.0000,34.6308,64.3848,1.7821,22.2758
32,2.4800,68.4314,111.5574,91.0000,center,q3,0.0000,35.8014,63.1501,2.0162,25.2022
33,2.5600,70.2134,112.9830,88.0000,center,q3,0.0000,37.3554,61.6048,2.2822,28.5270
34,2.6400,71.9955,114.4087,91.0000,center,q3,0.0000,38.8997,60.1065,2.2822,28.5270
35,2.7200,73.7776,116.1907,82.0000,center,q3,0.0000,40.2005,58.7388,2.5202,31.5028
36,2.8000,75.2032,117.2600,85.0000,center,q3,0.0000,41.3255,57.6102,1.7821,22.2758
37,2.8800,76.2725,118.6856,83.0000,center,q3,0.0000,42.0145,56.9564,1.7821,22.2758
38,2.9600,78.0545,120.1113,84.0000,center,q3,0.0000,43.2202,55.6734,2.2822,28.5270
39,3.0400,80.1930,121.1805,85.0000,center,q3,0.0000,44.8600,53.9990,2.3909,29.8862
40,3.1200,81.6187,122.6062,78.0000,center,q3,0.0000,45.6780,53.1745,2.0162,25.2022
41,3.2000,83.4007,123.6754,83.0000,center,q3,0.0000,46.8626,51.9447,2.0782,25.9779
42,3.2800,85.1828,124.7447,80.0000,center,q3,0.0000,47.9783,50.7703,2.0782,25.9779
43,3.3600,86.9649,126.1703,91.0000,center,q3,0.0000,48.9001,49.8211,2.2822,28.5270
44,3.4400,88.7469,127.5960,82.0000,center,q3,0.0000,49.6951,48.9601,2.2822,28.5270
45,3.5200,90.5290,128.6652,92.0000,center,q3,0.0000,50.6258,47.9989,2.0782,25.9779
46,3.6000,92.3111,129.7345,85.0000,center,q2,0.0000,51.4669,47.1099,2.0782,25.9779
47,3.6800,94.0931,130.8037,95.0000,center,q2,0.0000,52.2118,46.2971,2.0782,25.9779
48,3.7600,96.2316,131.8729,81.0000,center,q2,0.0000,53.1773,45.2907,2.3909,29.8862
49,3.8400,98.0137,132.5858,86.0000,center,q2,0.0000,53.9540,44.4132,1.9193,23.9918
50,3.9200,100.1521,133.6550,90.0000,center,q2,0.0000,54.7173,43.5998,2.3909,29.8862
51,4.0000,101.9342,134.3678,87.0000,center,q2,0.0000,55.3589,42.8805,1.9193,23.9918
52,4.0800,104.0727,135.0807,83.0000,center,q2,0.0000,56.1744,42.0071,2.2542,28.1769
53,4.1600,105.8548,135.7935,90.0000,center,q2,0.0000,56.6742,41.4536,1.9193,23.9918
54,4.2400,107.6368,136.5063,87.0000,center,q2,0.0000,57.0907,40.9825,1.9193,23.9918
55,4.3200,109.7753,137.2191,93.0000,center,q2,0.0000,57.5803,40.4088,2.2542,28.1769
56,4.4000,111.9138,138.2884,91.0000,center,q2,0.0000,57.7004,40.2677,2.3909,29.8862
57,4.4800,113.6959,139.0012,99.0000,center,q2,0.0000,57.7972,40.0975,1.9193,23.9918
58,4.5600,115.4779,139.7140,91.0000,center,q2,0.0000,57.8192,40.0187,1.9193,23.9918
59,4.6400,117.2600,140.0704,109.0000,center,q2,0.0000,58.0691,39.6973,1.8174,22.7170
60,4.7200,119.3985,140.4269,96.0000,center,q2,0.0000,58.3615,39.3507,2.1680,27.0997
61,4.8000,121.1805,140.4269,99.0000,center,q2,0.0000,58.8546,38.8638,1.7821,22.2758
62,4.8800,123.3190,140.0704,94.0000,center,q2,0.0000,59.6362,38.0316,2.1680,27.0997
63,4.9600,125.4575,139.7140,102.0000,center,q2,0.0000,60.2939,37.3070,2.1680,27.0997
