Track file,G:\Water Maze Data\xxx_0001\data\track_00655.trk
Object,0
Samples,1500
Name,9,
Goal Position,SW,
Comment,,
Trial,2,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,197.8094,54.5312,96.0000,wall,q4,0.0000,16.1176,82.4533,-,-
2,0.0800,198.5222,53.8184,87.0000,wall,q4,0.0000,15.1255,83.4487,1.0081,12.6011
3,0.1600,198.8786,53.1056,80.0000,wall,q4,0.0000,14.4204,84.1565,0.7970,9.9621
4,0.2400,198.8786,51.6799,84.0000,wall,q4,0.0000,13.5484,85.0065,1.4257,17.8207
5,0.3200,198.5222,50.2543,90.0000,wall,q4,0.0000,12.9148,85.5901,1.4695,18.3691
6,0.4000,197.4530,48.4722,92.0000,wall,q4,0.0000,12.6915,85.8654,2.0782,25.9779
7,0.4800,196.0273,47.0466,86.0000,wall,q4,0.0000,12.8556,85.6874,2.0162,25.2022
8,0.5600,194.2453,45.6209,93.0000,wall,q4,0.0000,13.1052,85.2919,2.2822,28.5270
9,0.6400,192.4632,44.1953,86.0000,wall,q4,0.0000,13.4732,84.9558,2.2822,28.5270
10,0.7200,189.9683,42.7696,94.0000,wall,q4,0.0000,14.1492,84.1788,2.8735,35.9187
11,0.8000,187.8298,40.9875,90.0000,wall,q4,0.0000,14.3365,83.9972,2.7837,34.7960
12,0.8800,185.3349,38.8491,88.0000,wall,q4,0.0000,14.3675,83.9468,3.2860,41.0746
13,0.9600,183.5529,37.0670,88.0000,wall,q4,0.0000,13.9730,84.1882,2.5202,31.5028
14,1.0400,181.0580,35.2849,91.0000,wall,q4,0.0000,14.0456,84.0776,3.0660,38.3248
15,1.1200,178.5631,33.5029,92.0000,wall,q4,0.0000,14.0591,84.0787,3.0660,38.3248
16,1.2000,175.7118,32.0772,89.0000,wall,q4,0.0000,14.3365,83.6997,3.1879,39.8482
17,1.2800,172.8605,31.3644,103.0000,wall,q4,0.0000,15.1633,82.8251,2.9391,36.7382
