Track file,G:\Water Maze Data\xxx_0001\data\track_00642.trk
Object,0
Samples,1500
Name,6,
Goal Position,SW,
Comment,,
Trial,1,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,197.8094,55.6005,54.0000,wall,q4,0.0000,16.7552,81.8317,-,-
2,0.0800,197.0966,55.6005,53.0000,wall,q4,0.0000,17.3218,81.2505,0.7128,8.9103
3,0.1600,196.7402,55.6005,47.0000,wall,q4,0.0000,17.6091,80.9608,0.3564,4.4552
4,0.2400,196.0273,55.6005,61.0000,wall,q4,0.0000,18.1911,80.3828,0.7128,8.9103
5,0.3200,195.6709,55.2441,69.0000,wall,q4,0.0000,18.2573,80.3052,0.5040,6.3006
6,0.4000,195.3145,55.2441,75.0000,wall,q4,0.0000,18.5369,80.0184,0.3564,4.4552
7,0.4800,194.2453,55.2441,70.0000,wall,q4,0.0000,19.3910,79.1612,1.0692,13.3655
8,0.5600,194.2453,55.2441,92.0000,wall,q4,0.0000,19.3910,79.1612,0.0000,0.0000
9,0.6400,192.8196,55.2441,94.0000,wall,q4,0.0000,20.4899,78.0264,1.4257,17.8207
10,0.7200,191.7504,55.2441,95.0000,wall,q4,0.0000,21.3194,77.1816,1.0692,13.3655
11,0.8000,190.6811,55.2441,100.0000,center,q4,0.0000,22.1694,76.3425,1.0692,13.3655
12,0.8800,189.9683,54.8877,100.0000,center,q4,0.0000,22.5416,76.0105,0.7970,9.9621
13,0.9600,188.5427,54.8877,89.0000,center,q4,0.0000,23.6660,74.9094,1.4257,17.8207
14,1.0400,188.1862,54.8877,98.0000,center,q4,0.0000,23.9434,74.6359,0.3564,4.4552
15,1.1200,187.4734,54.8877,99.0000,center,q4,0.0000,24.4475,74.0909,0.7128,8.9103
16,1.2000,186.7606,54.8877,101.0000,center,q4,0.0000,24.9515,73.5487,0.7128,8.9103
17,1.2800,186.0478,55.2441,103.0000,center,q4,0.0000,25.7063,72.7760,0.7970,9.9621
18,1.3600,185.3349,55.2441,104.0000,center,q4,0.0000,26.2103,72.2381,0.7128,8.9103
19,1.4400,184.2657,55.6005,106.0000,center,q4,0.0000,27.2184,71.2001,1.1271,14.0885
20,1.5200,183.1965,55.9569,102.0000,center,q4,0.0000,28.2265,70.1648,1.1271,14.0885
21,1.6000,181.7708,56.6697,98.0000,center,q4,0.0000,29.7429,68.6289,1.5939,19.9241
22,1.6800,180.3451,57.7390,104.0000,center,q4,0.0000,31.5119,66.8550,1.7821,22.2758
23,1.7600,178.9195,58.8082,101.0000,center,q4,0.0000,33.2822,65.0814,1.7821,22.2758
24,1.8400,177.4938,60.2339,102.0000,center,q4,0.0000,35.2975,63.0671,2.0162,25.2022
25,1.9200,175.7118,62.0159,101.0000,center,q4,0.0000,37.8168,60.5495,2.5202,31.5028
26,2.0000,174.2861,63.4416,103.0000,center,q4,0.0000,39.8323,58.5355,2.0162,25.2022
27,2.0800,172.5041,65.2236,99.0000,center,q4,0.0000,42.3517,56.0182,2.5202,31.5028
28,2.1600,170.3656,67.0057,103.0000,center,q4,0.0000,45.1296,53.2370,2.7837,34.7960
29,2.2400,168.2271,68.4314,107.0000,center,q4,0.0000,47.6649,50.6971,2.5701,32.1267
30,2.3200,166.0886,70.2134,98.0000,center,q4,0.0000,50.4448,47.9172,2.7837,34.7960
31,2.4000,163.9501,71.2827,105.0000,center,q4,0.0000,52.7456,45.6275,2.3909,29.8862
32,2.4800,161.0988,73.0647,101.0000,center,q4,0.0000,55.9853,42.3406,3.3624,42.0300
33,2.5600,158.9603,74.1340,101.0000,center,q4,0.0000,58.2297,40.0747,2.3909,29.8862
34,2.6400,156.8219,75.5596,103.0000,center,q4,0.0000,60.6950,37.5646,2.5701,32.1267
35,2.7200,153.9706,77.3417,101.0000,center,q4,0.0000,63.9054,34.3199,3.3624,42.0300
36,2.8000,151.4757,79.1238,104.0000,center,q4,0.0000,66.8662,31.3322,3.0660,38.3248
37,2.8800,148.6244,80.5494,104.0000,center,q4,0.0000,69.7150,28.4148,3.1879,39.8482
38,2.9600,146.1295,81.9751,103.0000,center,q4,0.0000,72.3133,25.7699,2.8735,35.9187
39,3.0400,142.9217,83.4007,104.0000,center,q4,0.0000,75.1855,22.7981,3.5103,43.8783
40,3.1200,140.4269,84.8264,99.0000,center,q4,0.0000,77.5934,20.3231,2.8735,35.9187
41,3.2000,137.5755,86.6084,102.0000,center,q4,0.0000,80.2682,17.5016,3.3624,42.0300
42,3.2800,135.0807,88.3905,97.0000,center,q4,0.0000,82.6887,14.9998,3.0660,38.3248
43,3.3600,132.5858,90.1726,99.0000,center,q4,0.0000,84.8451,12.7469,3.0660,38.3248
44,3.4400,130.4473,92.6675,87.0000,center,q4,0.0000,87.3802,10.1633,3.2860,41.0746
45,3.5200,128.6652,95.1624,91.0000,center,q4,0.0000,89.6697,7.9953,3.0660,38.3248
46,3.6000,127.2396,98.0137,91.0000,center,q3,0.0000,91.9312,6.0841,3.1879,39.8482
47,3.6800,126.1703,100.5086,95.0000,center,q3,0.0000,93.2700,5.3293,2.7144,33.9295
48,3.7600,125.4575,103.0035,93.0000,center,q3,0.0000,93.4483,5.5193,2.5947,32.4341
