Track file,G:\Water Maze Data\xxx_0001\data\track_00207.trk
Object,0
Samples,110
Name,6,
Goal Position,NE,
Comment,,
Trial,2,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,190.6811,58.0954,86.0000,center,q4,0.0000,23.9514,74.5990,-,-
2,0.0800,188.5427,56.6697,87.0000,center,q4,0.0000,24.7367,73.7819,2.5701,32.1267
3,0.1600,186.4042,55.2441,95.0000,center,q4,0.0000,25.4555,73.0461,2.5701,32.1267
4,0.2400,184.6221,53.4620,85.0000,center,q4,0.0000,25.4655,72.8978,2.5202,31.5028
5,0.3200,182.4836,52.3928,90.0000,center,q4,0.0000,26.3312,72.0825,2.3909,29.8862
6,0.4000,180.7016,50.6107,83.0000,center,q4,0.0000,26.2103,72.0998,2.5202,31.5028
7,0.4800,178.9195,49.1850,90.0000,center,q4,0.0000,26.2877,71.9389,2.2822,28.5270
8,0.5600,176.7810,47.4030,94.0000,center,q4,0.0000,26.3095,71.8960,2.7837,34.7960
9,0.6400,175.3554,45.6209,91.0000,center,q4,0.0000,25.7334,72.3957,2.2822,28.5270
10,0.7200,173.5733,43.8388,87.0000,center,q4,0.0000,25.3830,72.7542,2.5202,31.5028
11,0.8000,172.1476,42.0568,82.0000,center,q4,0.0000,24.7136,73.3970,2.2822,28.5270
12,0.8800,170.7220,40.6311,84.0000,center,q4,0.0000,24.2204,73.8040,2.0162,25.2022
13,0.9600,168.9399,39.2055,88.0000,center,q4,0.0000,23.9222,74.0802,2.2822,28.5270
14,1.0400,166.8014,37.7798,93.0000,center,q4,0.0000,23.7517,74.2528,2.5701,32.1267
15,1.1200,165.0194,36.3542,86.0000,center,q4,0.0000,23.2735,74.6755,2.2822,28.5270
16,1.2000,162.8809,34.9285,83.0000,center,q4,0.0000,22.9022,75.0129,2.5701,32.1267
17,1.2800,161.0988,34.2157,75.0000,center,q4,0.0000,22.9548,74.9245,1.9193,23.9918
18,1.3600,159.3168,33.8593,85.0000,center,q4,0.0000,23.3063,74.5555,1.8174,22.7170
19,1.4400,156.8219,33.8593,83.0000,center,q4,0.0000,24.1205,73.6432,2.4949,31.1862
20,1.5200,155.0398,33.8593,87.0000,center,q4,0.0000,24.7573,73.0367,1.7821,22.2758
21,1.6000,152.5449,34.5721,83.0000,center,q4,0.0000,26.1958,71.5731,2.5947,32.4341
22,1.6800,150.4064,35.2849,87.0000,center,q4,0.0000,27.4160,70.2725,2.2542,28.1769
23,1.7600,148.2679,35.6413,81.0000,center,q4,0.0000,28.3545,69.3663,2.1680,27.0997
24,1.8400,146.1295,35.9977,92.0000,center,q4,0.0000,29.2259,68.5166,2.1680,27.0997
25,1.9200,143.9910,35.9977,78.0000,center,q4,0.0000,29.5909,68.0755,2.1385,26.7310
26,2.0000,141.8525,36.3542,73.0000,center,q4,0.0000,30.2427,67.3474,2.1680,27.0997
27,2.0800,140.0704,36.7106,78.0000,center,q4,0.0000,30.8951,66.7295,1.8174,22.7170
28,2.1600,138.2884,37.0670,73.0000,center,q4,0.0000,31.5280,66.1558,1.8174,22.7170
29,2.2400,136.5063,37.0670,79.0000,center,q4,0.0000,31.7208,65.9825,1.7821,22.2758
30,2.3200,134.3678,37.0670,78.0000,center,q4,0.0000,31.7228,65.8377,2.1385,26.7310
31,2.4000,132.5858,37.4234,93.0000,center,q4,0.0000,32.1484,65.4136,1.8174,22.7170
32,2.4800,130.4473,37.4234,85.0000,center,q4,0.0000,32.2372,65.3958,2.1385,26.7310
