Track file,G:\Water Maze Data\xxx_0001\data\track_00475.trk
Object,0
Samples,464
Name,10,
Goal Position,SW,
Comment,,
Trial,2,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,199.2351,138.6448,90.0000,center,q1,0.0000,21.6827,77.0924,-,-
2,0.0800,197.8094,137.5755,75.0000,center,q1,0.0000,23.4313,75.3337,1.7821,22.2758
3,0.1600,196.3837,137.5755,78.0000,center,q1,0.0000,24.7136,74.0718,1.4257,17.8207
4,0.2400,194.9581,137.5755,88.0000,center,q1,0.0000,25.9179,72.8159,1.4257,17.8207
5,0.3200,193.5324,138.2884,90.0000,center,q1,0.0000,26.7903,71.9153,1.5939,19.9241
6,0.4000,192.4632,139.7140,85.0000,center,q1,0.0000,26.9676,71.7102,1.7821,22.2758
7,0.4800,192.1068,141.1397,88.0000,center,q1,0.0000,26.4923,72.1518,1.4695,18.3691
8,0.5600,191.7504,142.5653,97.0000,center,q1,0.0000,26.0401,72.6205,1.4695,18.3691
9,0.6400,191.7504,143.9910,87.0000,center,q1,0.0000,25.2350,73.4105,1.4257,17.8207
10,0.7200,191.7504,145.0602,81.0000,center,q1,0.0000,24.6028,74.0155,1.0692,13.3655
11,0.8000,191.3940,146.4859,79.0000,center,q1,0.0000,24.0308,74.5491,1.4695,18.3691
12,0.8800,191.0375,147.5551,91.0000,center,q1,0.0000,23.6660,74.8943,1.1271,14.0885
13,0.9600,189.9683,148.9808,88.0000,center,q1,0.0000,23.6015,74.9096,1.7821,22.2758
14,1.0400,188.1862,150.0500,80.0000,center,q1,0.0000,24.3824,74.1905,2.0782,25.9779
15,1.1200,186.0478,150.7628,82.0000,center,q1,0.0000,25.4555,73.0202,2.2542,28.1769
16,1.2000,183.9093,151.1193,87.0000,center,q1,0.0000,26.7191,71.6609,2.1680,27.0997
17,1.2800,181.4144,151.1193,78.0000,center,q1,0.0000,28.5687,69.8381,2.4949,31.1862
18,1.3600,179.6323,151.4757,79.0000,center,q1,0.0000,29.5393,68.8137,1.8174,22.7170
19,1.4400,178.2067,152.1885,82.0000,center,q1,0.0000,29.9917,68.3264,1.5939,19.9241
20,1.5200,176.7810,152.9013,85.0000,center,q1,0.0000,30.3935,67.8730,1.5939,19.9241
21,1.6000,175.7118,154.3270,86.0000,center,q1,0.0000,30.0171,68.2258,1.7821,22.2758
22,1.6800,174.9989,156.1090,89.0000,center,q1,0.0000,29.0865,69.1249,1.9193,23.9918
23,1.7600,174.6425,157.5347,83.0000,center,q1,0.0000,28.1657,70.0070,1.4695,18.3691
24,1.8400,174.2861,158.9603,80.0000,center,q1,0.0000,27.2301,70.9086,1.4695,18.3691
25,1.9200,174.6425,159.6732,84.0000,center,q1,0.0000,26.4467,71.6909,0.7970,9.9621
26,2.0000,174.6425,160.3860,81.0000,center,q1,0.0000,25.8836,72.2575,0.7128,8.9103
27,2.0800,174.6425,160.7424,87.0000,center,q1,0.0000,25.6048,72.5418,0.3564,4.4552
28,2.1600,175.7118,160.7424,75.0000,center,q1,0.0000,24.9489,73.1904,1.0692,13.3655
29,2.2400,176.4246,160.7424,70.0000,center,q1,0.0000,24.5279,73.6283,0.7128,8.9103
30,2.3200,176.7810,161.0988,66.0000,center,q1,0.0000,24.0308,74.1288,0.5040,6.3006
31,2.4000,177.1374,161.4552,68.0000,center,q1,0.0000,23.5341,74.6292,0.5040,6.3006
32,2.4800,177.1374,162.1681,85.0000,center,q1,0.0000,22.9548,75.1906,0.7128,8.9103
33,2.5600,177.4938,162.8809,90.0000,center,q1,0.0000,22.1694,75.9723,0.7970,9.9621
34,2.6400,177.1374,163.9501,86.0000,center,q1,0.0000,21.5416,76.6051,1.1271,14.0885
35,2.7200,176.4246,165.0194,86.0000,center,q2,0.0000,21.1008,77.0384,1.2851,16.0633
36,2.8000,175.3554,166.0886,96.0000,center,q2,0.0000,20.8859,77.2853,1.5121,18.9017
37,2.8800,173.5733,166.8014,91.0000,center,q2,0.0000,21.2208,76.8682,1.9193,23.9918
38,2.9600,171.7912,167.5143,84.0000,center,q2,0.0000,21.5328,76.4970,1.9193,23.9918
39,3.0400,169.6527,167.5143,86.0000,center,q2,0.0000,22.6372,75.3777,2.1385,26.7310
40,3.1200,167.5143,167.5143,83.0000,center,q2,0.0000,23.7276,74.3030,2.1385,26.7310
41,3.2000,165.3758,167.5143,90.0000,center,q2,0.0000,24.7059,73.2750,2.1385,26.7310
42,3.2800,162.8809,167.1579,76.0000,center,q2,0.0000,26.1424,71.8178,2.5202,31.5028
43,3.3600,160.0296,167.1579,84.0000,center,q2,0.0000,27.2860,70.5973,2.8513,35.6413
44,3.4400,157.8911,167.5143,81.0000,center,q2,0.0000,27.8002,70.0733,2.1680,27.0997
45,3.5200,155.3962,167.8707,73.0000,center,q2,0.0000,28.2917,69.4869,2.5202,31.5028
46,3.6000,152.9013,168.5835,79.0000,center,q2,0.0000,28.5153,69.3256,2.5947,32.4341
47,3.6800,150.0500,169.2963,80.0000,center,q2,0.0000,28.5420,69.1621,2.9391,36.7382
48,3.7600,147.5551,170.0092,73.0000,center,q2,0.0000,28.5309,69.2078,2.5947,32.4341
49,3.8400,145.0602,170.3656,68.0000,center,q2,0.0000,28.7350,69.0016,2.5202,31.5028
50,3.9200,142.2089,170.7220,68.0000,center,q2,0.0000,28.7813,68.8281,2.8735,35.9187
51,4.0000,139.7140,170.7220,74.0000,center,q2,0.0000,29.1846,68.4651,2.4949,31.1862
52,4.0800,137.2191,170.3656,71.0000,center,q2,0.0000,29.8899,67.8366,2.5202,31.5028
53,4.1600,135.0807,169.2963,73.0000,center,q2,0.0000,31.0080,66.6060,2.3909,29.8862
54,4.2400,132.5858,168.2271,83.0000,center,q2,0.0000,32.1484,65.4298,2.7144,33.9295
55,4.3200,130.4473,167.5143,84.0000,center,q2,0.0000,32.9466,64.6993,2.2542,28.1769
56,4.4000,128.3088,166.8014,83.0000,center,q2,0.0000,33.5199,64.0398,2.2542,28.1769
