Track file,G:\Water Maze Data\xxx_0001\data\track_00443.trk
Object,0
Samples,1500
Name,6,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,59.8774,156.4655,21.0000,wall,q2,0.0000,9.4902,89.0664,-,-
2,0.0800,59.5210,157.1783,24.0000,wall,q2,0.0000,8.8028,89.7809,0.7970,9.9621
3,0.1600,59.8774,157.5347,33.0000,wall,q2,0.0000,8.8244,89.7145,0.5040,6.3006
4,0.2400,61.6595,157.5347,64.0000,wall,q2,0.0000,10.1937,88.3089,1.7821,22.2758
5,0.3200,64.5108,156.1090,95.0000,wall,q2,0.0000,13.3453,85.1900,3.1879,39.8482
6,0.4000,68.0749,154.6834,78.0000,wall,q2,0.0000,17.0372,81.5252,3.8387,47.9836
7,0.4800,70.2134,153.6141,99.0000,wall,q2,0.0000,19.3910,79.1969,2.3909,29.8862
8,0.5600,71.9955,152.9013,102.0000,wall,q2,0.0000,21.1699,77.3747,1.9193,23.9918
9,0.6400,74.1340,152.1885,92.0000,center,q2,0.0000,23.1860,75.2880,2.2542,28.1769
10,0.7200,76.6289,151.4757,90.0000,center,q2,0.0000,25.4555,72.9453,2.5947,32.4341
11,0.8000,78.7673,150.4064,89.0000,center,q2,0.0000,27.7270,70.6416,2.3909,29.8862
12,0.8800,80.9058,148.9808,90.0000,center,q2,0.0000,30.2595,68.1019,2.5701,32.1267
13,0.9600,83.0443,147.1987,99.0000,center,q2,0.0000,33.0390,65.3219,2.7837,34.7960
14,1.0400,84.8264,145.4166,98.0000,center,q2,0.0000,35.5575,62.8036,2.5202,31.5028
15,1.1200,86.6084,143.6346,92.0000,center,q2,0.0000,38.0762,60.2855,2.5202,31.5028
16,1.2000,88.3905,141.4961,96.0000,center,q2,0.0000,40.8401,57.5273,2.7837,34.7960
17,1.2800,89.8162,139.3576,103.0000,center,q2,0.0000,43.3508,55.0377,2.5701,32.1267
18,1.3600,90.8854,136.8627,107.0000,center,q2,0.0000,45.8681,52.5944,2.7144,33.9295
19,1.4400,91.9546,134.7242,106.0000,center,q2,0.0000,48.1158,50.4038,2.3909,29.8862
20,1.5200,92.3111,131.8729,94.0000,center,q2,0.0000,50.1543,48.3636,2.8735,35.9187
21,1.6000,92.6675,129.3780,101.0000,center,q2,0.0000,51.9655,46.6138,2.5202,31.5028
22,1.6800,92.6675,126.8831,98.0000,center,q3,0.0000,53.3871,45.2387,2.4949,31.1862
23,1.7600,92.6675,124.3883,97.0000,center,q3,0.0000,54.7080,43.9622,2.4949,31.1862
24,1.8400,93.0239,121.8934,102.0000,center,q3,0.0000,56.2659,42.4746,2.5202,31.5028
25,1.9200,93.0239,119.0421,105.0000,center,q3,0.0000,57.5417,41.2727,2.8513,35.6413
26,2.0000,93.3803,116.9036,110.0000,center,q3,0.0000,58.7055,40.1458,2.1680,27.0997
27,2.0800,93.7367,114.4087,107.0000,center,q3,0.0000,59.9040,38.9994,2.5202,31.5028
28,2.1600,94.4495,111.5574,103.0000,center,q3,0.0000,61.3745,37.5553,2.9391,36.7382
29,2.2400,95.5188,109.0625,102.0000,center,q3,0.0000,62.9562,36.0007,2.7144,33.9295
30,2.3200,96.2316,106.5676,104.0000,center,q3,0.0000,64.0454,34.9439,2.5947,32.4341
31,2.4000,97.6573,104.4291,103.0000,center,q3,0.0000,65.6149,33.3554,2.5701,32.1267
32,2.4800,98.7265,101.9342,102.0000,center,q3,0.0000,66.7103,32.2592,2.7144,33.9295
33,2.5600,99.7957,100.1521,103.0000,center,q3,0.0000,67.7270,31.2916,2.0782,25.9779
34,2.6400,101.2214,97.6573,103.0000,center,q3,0.0000,68.7518,30.1964,2.8735,35.9187
35,2.7200,102.6470,95.5188,99.0000,center,q3,0.0000,69.6749,29.2517,2.5701,32.1267
36,2.8000,103.7163,93.7367,112.0000,center,q3,0.0000,70.1274,28.7301,2.0782,25.9779
37,2.8800,104.7855,91.5982,101.0000,center,q3,0.0000,70.2930,28.4900,2.3909,29.8862
38,2.9600,105.8548,89.8162,104.0000,center,q3,0.0000,70.4221,28.2840,2.0782,25.9779
39,3.0400,106.9240,87.6777,106.0000,center,q3,0.0000,70.1980,28.4181,2.3909,29.8862
40,3.1200,107.9932,85.5392,104.0000,center,q3,0.0000,69.7451,28.7511,2.3909,29.8862
41,3.2000,108.3497,83.4007,113.0000,center,q3,0.0000,68.5667,29.8134,2.1680,27.0997
42,3.2800,109.0625,80.9058,114.0000,center,q3,0.0000,67.3102,30.9872,2.5947,32.4341
43,3.3600,109.0625,79.1238,120.0000,center,q3,0.0000,65.9519,32.2719,1.7821,22.2758
44,3.4400,109.4189,76.6289,120.0000,center,q3,0.0000,64.2276,33.9180,2.5202,31.5028
45,3.5200,109.7753,74.8468,117.0000,center,q3,0.0000,63.0197,35.0957,1.8174,22.7170
46,3.6000,110.1317,72.7083,105.0000,center,q4,0.0000,61.4325,36.6186,2.1680,27.0997
47,3.6800,110.4881,70.5698,106.0000,center,q4,0.0000,59.7798,38.2040,2.1680,27.0997
48,3.7600,110.4881,68.7878,111.0000,center,q4,0.0000,58.2570,39.7197,1.7821,22.2758
49,3.8400,110.8445,67.0057,111.0000,center,q4,0.0000,56.9035,41.0809,1.8174,22.7170
50,3.9200,111.2010,65.2236,111.0000,center,q4,0.0000,55.4690,42.4762,1.8174,22.7170
51,4.0000,111.2010,63.0852,111.0000,center,q4,0.0000,53.5451,44.3800,2.1385,26.7310
52,4.0800,111.5574,61.6595,105.0000,center,q4,0.0000,52.3685,45.5076,1.4695,18.3691
53,4.1600,111.9138,59.8774,102.0000,center,q4,0.0000,50.8823,46.9797,1.8174,22.7170
54,4.2400,111.9138,58.4518,98.0000,center,q4,0.0000,49.5722,48.2862,1.4257,17.8207
55,4.3200,112.6266,57.0261,92.0000,center,q4,0.0000,48.4644,49.3298,1.5939,19.9241
56,4.4000,112.9830,55.6005,95.0000,center,q4,0.0000,47.2312,50.5279,1.4695,18.3691
57,4.4800,113.3394,54.5312,94.0000,center,q4,0.0000,46.3461,51.4052,1.1271,14.0885
58,4.5600,114.0523,53.1056,105.0000,center,q4,0.0000,45.2701,52.5126,1.5939,19.9241
59,4.6400,114.7651,52.0363,108.0000,center,q4,0.0000,44.4317,53.3048,1.2851,16.0633
60,4.7200,115.8343,50.6107,110.0000,center,q4,0.0000,43.3273,54.3572,1.7821,22.2758
61,4.8000,116.5472,49.5415,114.0000,center,q4,0.0000,42.5029,55.1944,1.2851,16.0633
62,4.8800,117.6164,48.4722,111.0000,center,q4,0.0000,41.7552,55.9623,1.5121,18.9017
63,4.9600,118.6856,47.0466,108.0000,center,q4,0.0000,40.6280,57.1082,1.7821,22.2758
64,5.0400,119.0421,46.3337,116.0000,center,q4,0.0000,39.9708,57.7298,0.7970,9.9621
65,5.1200,119.7549,44.9081,106.0000,center,q4,0.0000,38.6721,58.9857,1.5939,19.9241
66,5.2000,120.4677,43.8388,117.0000,center,q4,0.0000,37.7091,59.9067,1.2851,16.0633
67,5.2800,121.1805,42.4132,113.0000,center,q4,0.0000,36.3926,61.1926,1.5939,19.9241
68,5.3600,121.5369,40.9875,113.0000,center,q4,0.0000,35.0393,62.5456,1.4695,18.3691
69,5.4400,121.8934,39.5619,117.0000,center,q4,0.0000,33.6957,63.9036,1.4695,18.3691
70,5.5200,122.2498,38.1362,119.0000,center,q4,0.0000,32.3611,65.2666,1.4695,18.3691
71,5.6000,122.2498,36.7106,121.0000,center,q4,0.0000,30.9485,66.6797,1.4257,17.8207
72,5.6800,121.8934,34.9285,115.0000,center,q4,0.0000,29.1345,68.4932,1.8174,22.7170
73,5.7600,121.5369,33.8593,112.0000,center,q4,0.0000,28.0278,69.6005,1.1271,14.0885
74,5.8400,120.8241,32.7900,109.0000,center,q4,0.0000,26.8424,70.7588,1.2851,16.0633
75,5.9200,120.1113,31.7208,115.0000,center,q4,0.0000,25.6642,71.9213,1.2851,16.0633
76,6.0000,119.3985,30.6515,108.0000,center,q4,0.0000,24.4968,73.0880,1.2851,16.0633
77,6.0800,118.3292,29.9387,121.0000,center,q4,0.0000,23.6552,73.9672,1.2851,16.0633
78,6.1600,116.5472,29.2259,113.0000,center,q4,0.0000,22.6820,74.9919,1.9193,23.9918
79,6.2400,115.4779,28.8695,109.0000,center,q4,0.0000,22.2009,75.5538,1.1271,14.0885
80,6.3200,114.0523,28.8695,102.0000,center,q4,0.0000,21.8810,75.8590,1.4257,17.8207
81,6.4000,112.6266,28.8695,100.0000,wall,q4,0.0000,21.5328,76.1897,1.4257,17.8207
82,6.4800,111.2010,29.5823,101.0000,center,q4,0.0000,21.8665,75.8571,1.5939,19.9241
83,6.5600,110.1317,30.6515,106.0000,center,q4,0.0000,22.5697,75.1149,1.5121,18.9017
84,6.6400,109.4189,31.7208,99.0000,center,q4,0.0000,23.4286,74.2920,1.2851,16.0633
85,6.7200,108.7061,33.5029,101.0000,center,q4,0.0000,24.9820,72.8032,1.9193,23.9918
86,6.8000,108.7061,34.9285,96.0000,center,q4,0.0000,26.3674,71.4472,1.4257,17.8207
87,6.8800,109.0625,36.3542,106.0000,center,q4,0.0000,27.8368,69.9816,1.4695,18.3691
88,6.9600,110.1317,37.7798,106.0000,center,q4,0.0000,29.4791,68.2952,1.7821,22.2758
89,7.0400,111.2010,38.4926,108.0000,center,q4,0.0000,30.4290,67.2949,1.2851,16.0633
90,7.1200,112.6266,39.2055,120.0000,center,q4,0.0000,31.4796,66.2046,1.5939,19.9241
91,7.2000,114.4087,39.9183,110.0000,center,q4,0.0000,32.6755,65.0435,1.9193,23.9918
92,7.2800,115.8343,39.9183,110.0000,center,q4,0.0000,33.0217,64.6951,1.4257,17.8207
93,7.3600,116.9036,39.9183,106.0000,center,q4,0.0000,33.2860,64.4533,1.0692,13.3655
94,7.4400,118.6856,39.5619,100.0000,center,q4,0.0000,33.2230,64.4377,1.8174,22.7170
95,7.5200,119.7549,39.2055,109.0000,center,q4,0.0000,33.0236,64.5934,1.1271,14.0885
96,7.6000,120.8241,38.8491,122.0000,center,q4,0.0000,32.8152,64.7682,1.1271,14.0885
97,7.6800,122.6062,38.1362,121.0000,center,q4,0.0000,32.4101,65.2199,1.9193,23.9918
98,7.7600,123.6754,37.7798,123.0000,center,q4,0.0000,32.2293,65.4455,1.1271,14.0885
99,7.8400,125.1011,36.7106,109.0000,center,q4,0.0000,31.3522,66.3669,1.7821,22.2758
100,7.9200,126.8831,35.9977,106.0000,center,q4,0.0000,30.6515,66.9445,1.9193,23.9918
101,8.0000,128.3088,35.2849,100.0000,center,q4,0.0000,29.9578,67.5848,1.5939,19.9241
102,8.0800,129.3780,34.5721,110.0000,center,q4,0.0000,29.3040,68.2637,1.2851,16.0633
103,8.1600,130.8037,33.8593,113.0000,center,q4,0.0000,28.7350,68.9581,1.5939,19.9241
104,8.2400,132.2293,33.1464,110.0000,center,q4,0.0000,27.9120,69.6820,1.5939,19.9241
105,8.3200,133.6550,32.4336,112.0000,center,q4,0.0000,27.1085,70.4346,1.5939,19.9241
106,8.4000,135.4371,32.0772,114.0000,center,q4,0.0000,26.7310,70.8806,1.8174,22.7170
107,8.4800,137.2191,31.3644,108.0000,center,q4,0.0000,26.0157,71.7252,1.9193,23.9918
108,8.5600,139.0012,30.6515,108.0000,center,q4,0.0000,25.0734,72.6107,1.9193,23.9918
109,8.6400,140.7833,30.2951,99.0000,center,q4,0.0000,24.4475,73.1824,1.8174,22.7170
110,8.7200,142.5653,29.9387,101.0000,center,q4,0.0000,23.7918,73.7945,1.8174,22.7170
111,8.8000,143.9910,29.5823,95.0000,center,q4,0.0000,23.2654,74.3827,1.4695,18.3691
112,8.8800,145.4166,29.2259,91.0000,center,q4,0.0000,22.6820,74.9951,1.4695,18.3691
113,8.9600,146.8423,28.8695,87.0000,center,q4,0.0000,22.1321,75.6311,1.4695,18.3691
114,9.0400,147.9115,28.8695,80.0000,center,q4,0.0000,21.8810,75.8627,1.0692,13.3655
115,9.1200,148.9808,28.8695,80.0000,center,q4,0.0000,21.6123,76.1085,1.0692,13.3655
116,9.2000,150.4064,28.8695,80.0000,wall,q4,0.0000,21.2657,76.4584,1.4257,17.8207
117,9.2800,151.1193,28.8695,82.0000,wall,q4,0.0000,21.0767,76.6427,0.7128,8.9103
118,9.3600,152.5449,29.2259,86.0000,wall,q4,0.0000,21.0072,76.6876,1.4695,18.3691
119,9.4400,153.6141,29.2259,85.0000,wall,q4,0.0000,20.7578,76.9952,1.0692,13.3655
120,9.5200,154.6834,29.5823,82.0000,wall,q4,0.0000,20.8372,76.9772,1.1271,14.0885
121,9.6000,155.7526,29.5823,93.0000,wall,q4,0.0000,20.5178,77.3132,1.0692,13.3655
122,9.6800,156.8219,29.9387,99.0000,wall,q4,0.0000,20.4527,77.3265,1.1271,14.0885
123,9.7600,157.8911,30.2951,95.0000,wall,q4,0.0000,20.4029,77.3562,1.1271,14.0885
124,9.8400,158.9603,30.6515,93.0000,wall,q4,0.0000,20.4029,77.4024,1.1271,14.0885
125,9.9200,160.0296,31.3644,84.0000,wall,q4,0.0000,20.7364,77.1346,1.2851,16.0633
126,10.0000,160.7424,31.7208,92.0000,wall,q4,0.0000,20.7823,77.0770,0.7970,9.9621
127,10.0800,161.4552,32.0772,94.0000,wall,q4,0.0000,20.8586,77.0277,0.7970,9.9621
128,10.1600,162.8809,32.4336,98.0000,wall,q4,0.0000,20.5919,77.2781,1.4695,18.3691
129,10.2400,163.9501,33.1464,104.0000,wall,q4,0.0000,20.8586,77.0808,1.2851,16.0633
130,10.3200,165.3758,33.8593,90.0000,wall,q4,0.0000,20.8829,77.0629,1.5939,19.9241
131,10.4000,166.0886,34.2157,87.0000,wall,q4,0.0000,20.8829,77.0663,0.7970,9.9621
132,10.4800,166.8014,35.2849,78.0000,center,q4,0.0000,21.5180,76.4475,1.2851,16.0633
133,10.5600,167.1579,35.9977,83.0000,center,q4,0.0000,21.9968,75.9877,0.7970,9.9621
134,10.6400,167.5143,37.0670,90.0000,center,q4,0.0000,22.7937,75.2216,1.1271,14.0885
135,10.7200,167.5143,38.1362,92.0000,center,q4,0.0000,23.7276,74.2889,1.0692,13.3655
