Track file,G:\Water Maze Data\xxx_0001\data\track_00717.trk
Object,0
Samples,1500
Name,6,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,196.0273,55.6005,69.0000,wall,q4,0.0000,18.1911,80.3828,-,-
2,0.0800,197.0966,55.9569,75.0000,wall,q4,0.0000,17.5368,81.0439,1.1271,14.0885
3,0.1600,198.1658,56.6697,77.0000,wall,q4,0.0000,17.1116,81.5130,1.2851,16.0633
4,0.2400,199.2351,57.0261,79.0000,wall,q4,0.0000,16.4762,82.1975,1.1271,14.0885
5,0.3200,199.9479,57.0261,68.0000,wall,q4,0.0000,15.9154,82.7904,0.7128,8.9103
6,0.4000,201.0171,56.6697,79.0000,wall,q1,0.0000,14.8244,83.8789,1.1271,14.0885
7,0.4800,202.0864,56.3133,67.0000,wall,q1,0.0000,13.7115,84.9684,1.1271,14.0885
8,0.5600,202.7992,55.9569,70.0000,wall,q1,0.0000,12.9148,85.7601,0.7970,9.9621
9,0.6400,203.8684,55.2441,71.0000,wall,q1,0.0000,11.6368,87.0451,1.2851,16.0633
10,0.7200,204.9377,54.5312,71.0000,wall,q1,0.0000,10.3605,88.3301,1.2851,16.0633
11,0.8000,206.0069,53.4620,63.0000,wall,q1,0.0000,8.9103,89.8105,1.5121,18.9017
12,0.8800,207.0761,53.1056,49.0000,wall,q1,0.0000,7.8168,90.9001,1.1271,14.0885
13,0.9600,207.0761,52.7492,49.0000,wall,q1,0.0000,7.6276,91.0955,0.3564,4.4552
14,1.0400,206.7197,53.1056,67.0000,wall,q1,0.0000,8.1275,90.6019,0.5040,6.3006
15,1.1200,206.3633,53.1056,58.0000,wall,q1,0.0000,8.4117,90.3041,0.3564,4.4552
16,1.2000,206.3633,53.4620,53.0000,wall,q1,0.0000,8.6131,90.1084,0.3564,4.4552
17,1.2800,206.0069,53.4620,65.0000,wall,q1,0.0000,8.9103,89.8105,0.3564,4.4552
18,1.3600,206.0069,53.8184,59.0000,wall,q1,0.0000,9.0868,89.6151,0.3564,4.4552
19,1.4400,206.3633,52.7492,48.0000,wall,q4,0.0000,8.2053,90.5008,1.1271,14.0885
20,1.5200,206.0069,52.3928,45.0000,wall,q4,0.0000,8.3129,90.4025,0.5040,6.3006
21,1.6000,206.0069,52.3928,49.0000,wall,q4,0.0000,8.3129,90.4025,0.0000,0.0000
22,1.6800,205.6505,52.0363,53.0000,wall,q4,0.0000,8.3510,90.3068,0.5040,6.3006
23,1.7600,205.2941,51.6799,51.0000,wall,q4,0.0000,8.4117,90.2138,0.5040,6.3006
24,1.8400,204.9377,51.6799,54.0000,wall,q4,0.0000,8.7012,89.9204,0.3564,4.4552
25,1.9200,204.5813,51.6799,56.0000,wall,q4,0.0000,8.9955,89.6275,0.3564,4.4552
26,2.0000,203.8684,51.6799,57.0000,wall,q4,0.0000,9.5901,89.0430,0.7128,8.9103
27,2.0800,203.8684,51.6799,49.0000,wall,q4,0.0000,9.5901,89.0430,0.0000,0.0000
28,2.1600,203.5120,51.6799,47.0000,wall,q4,0.0000,9.8579,88.7515,0.3564,4.4552
29,2.2400,202.7992,51.6799,43.0000,wall,q4,0.0000,10.4095,88.1698,0.7128,8.9103
30,2.3200,202.0864,51.6799,46.0000,wall,q4,0.0000,10.9796,87.5901,0.7128,8.9103
31,2.4000,201.7299,50.9671,48.0000,wall,q4,0.0000,10.8633,87.7204,0.7970,9.9621
32,2.4800,201.3735,50.6107,46.0000,wall,q4,0.0000,10.9100,87.6450,0.5040,6.3006
33,2.5600,201.3735,50.6107,48.0000,wall,q4,0.0000,10.9100,87.6450,0.0000,0.0000
34,2.6400,201.0171,50.2543,48.0000,wall,q4,0.0000,10.9796,87.5725,0.5040,6.3006
35,2.7200,200.6607,49.8979,54.0000,wall,q4,0.0000,11.0718,87.5028,0.5040,6.3006
36,2.8000,200.6607,49.5415,45.0000,wall,q4,0.0000,10.8399,87.7188,0.3564,4.4552
37,2.8800,200.3043,49.1850,44.0000,wall,q4,0.0000,10.8633,87.6535,0.5040,6.3006
38,2.9600,200.3043,48.8286,47.0000,wall,q4,0.0000,10.6328,87.8720,0.3564,4.4552
39,3.0400,199.5915,48.8286,42.0000,wall,q4,0.0000,11.1916,87.3107,0.7128,8.9103
40,3.1200,199.2351,48.4722,46.0000,wall,q4,0.0000,11.2708,87.2524,0.5040,6.3006
41,3.2000,199.2351,48.4722,45.0000,wall,q4,0.0000,11.2708,87.2524,0.0000,0.0000
42,3.2800,198.5222,48.4722,47.0000,wall,q4,0.0000,11.8638,86.6959,0.7128,8.9103
43,3.3600,198.1658,48.4722,49.0000,wall,q4,0.0000,12.1390,86.4185,0.3564,4.4552
44,3.4400,197.8094,48.8286,48.0000,wall,q4,0.0000,12.6414,85.9173,0.5040,6.3006
45,3.5200,197.4530,49.1850,54.0000,wall,q4,0.0000,13.1439,85.4160,0.5040,6.3006
46,3.6000,197.0966,49.5415,48.0000,wall,q4,0.0000,13.6418,84.9149,0.5040,6.3006
47,3.6800,196.7402,49.8979,48.0000,wall,q4,0.0000,14.1357,84.4137,0.5040,6.3006
48,3.7600,196.3837,50.2543,51.0000,wall,q4,0.0000,14.6303,83.9126,0.5040,6.3006
49,3.8400,196.0273,50.2543,53.0000,wall,q4,0.0000,14.9226,83.6351,0.3564,4.4552
50,3.9200,195.6709,50.6107,56.0000,wall,q4,0.0000,15.4208,83.1339,0.5040,6.3006
51,4.0000,195.3145,50.6107,57.0000,wall,q4,0.0000,15.6984,82.8568,0.3564,4.4552
52,4.0800,194.9581,50.6107,55.0000,wall,q4,0.0000,15.9751,82.5804,0.3564,4.4552
53,4.1600,194.2453,50.9671,54.0000,wall,q4,0.0000,16.7552,81.8029,0.7970,9.9621
54,4.2400,194.2453,50.9671,54.0000,wall,q4,0.0000,16.7552,81.8029,0.0000,0.0000
55,4.3200,193.5324,50.9671,56.0000,wall,q4,0.0000,17.3218,81.2528,0.7128,8.9103
56,4.4000,193.1760,51.3235,52.0000,wall,q4,0.0000,17.8207,80.7510,0.5040,6.3006
57,4.4800,192.8196,51.6799,53.0000,wall,q4,0.0000,18.3198,80.2492,0.5040,6.3006
58,4.5600,192.8196,51.6799,52.0000,wall,q4,0.0000,18.3198,80.2492,0.0000,0.0000
59,4.6400,192.1068,52.0363,59.0000,wall,q4,0.0000,19.1039,79.4729,0.7970,9.9621
60,4.7200,191.7504,52.0363,59.0000,wall,q4,0.0000,19.3910,79.1991,0.3564,4.4552
61,4.8000,191.3940,52.3928,59.0000,wall,q4,0.0000,19.8890,78.6971,0.5040,6.3006
62,4.8800,190.6811,52.3928,62.0000,wall,q4,0.0000,20.4154,78.1511,0.7128,8.9103
63,4.9600,190.3247,52.3928,64.0000,wall,q4,0.0000,20.6658,77.8792,0.3564,4.4552
64,5.0400,189.6119,52.3928,64.0000,wall,q4,0.0000,21.1699,77.3373,0.7128,8.9103
65,5.1200,189.2555,52.7492,59.0000,wall,q4,0.0000,21.6739,76.8347,0.5040,6.3006
66,5.2000,188.8991,52.7492,59.0000,center,q4,0.0000,21.9274,76.5647,0.3564,4.4552
67,5.2800,188.5427,52.7492,64.0000,center,q4,0.0000,22.1780,76.2954,0.3564,4.4552
68,5.3600,188.1862,53.1056,63.0000,center,q4,0.0000,22.6820,75.7926,0.5040,6.3006
69,5.4400,187.8298,53.4620,69.0000,center,q4,0.0000,23.1860,75.2898,0.5040,6.3006
70,5.5200,187.4734,53.8184,57.0000,center,q4,0.0000,23.6901,74.7870,0.5040,6.3006
71,5.6000,187.4734,54.1748,66.0000,center,q4,0.0000,23.9434,74.5540,0.3564,4.4552
72,5.6800,187.1170,54.5312,60.0000,center,q4,0.0000,24.4475,74.0513,0.5040,6.3006
73,5.7600,186.7606,54.5312,62.0000,center,q4,0.0000,24.6982,73.7815,0.3564,4.4552
74,5.8400,186.4042,54.8877,62.0000,center,q4,0.0000,25.2022,73.2788,0.5040,6.3006
75,5.9200,186.0478,55.2441,63.0000,center,q4,0.0000,25.7063,72.7760,0.5040,6.3006
76,6.0000,185.6913,55.6005,68.0000,center,q4,0.0000,26.2103,72.2733,0.5040,6.3006
77,6.0800,185.6913,55.9569,65.0000,center,q4,0.0000,26.4635,72.0410,0.3564,4.4552
78,6.1600,185.6913,56.6697,66.0000,center,q4,0.0000,26.9676,71.5794,0.7128,8.9103
79,6.2400,185.6913,57.0261,73.0000,center,q4,0.0000,27.2184,71.3501,0.3564,4.4552
80,6.3200,185.6913,57.3825,72.0000,center,q4,0.0000,27.4461,71.1219,0.3564,4.4552
81,6.4000,185.6913,57.7390,67.0000,center,q4,0.0000,27.6651,70.8948,0.3564,4.4552
82,6.4800,185.6913,58.0954,69.0000,center,q4,0.0000,27.8846,70.6687,0.3564,4.4552
83,6.5600,185.6913,58.4518,66.0000,center,q4,0.0000,28.0912,70.4437,0.3564,4.4552
84,6.6400,185.6913,58.8082,60.0000,center,q4,0.0000,28.3007,70.2197,0.3564,4.4552
85,6.7200,185.6913,59.5210,77.0000,center,q4,0.0000,28.7283,69.7752,0.7128,8.9103
86,6.8000,185.6913,59.8774,78.0000,center,q4,0.0000,28.9464,69.5546,0.3564,4.4552
87,6.8800,186.0478,60.2339,75.0000,center,q4,0.0000,28.8893,69.6167,0.5040,6.3006
88,6.9600,186.0478,60.5903,78.0000,center,q4,0.0000,29.1148,69.3993,0.3564,4.4552
89,7.0400,186.0478,60.9467,74.0000,center,q4,0.0000,29.3430,69.1830,0.3564,4.4552
90,7.1200,186.0478,61.3031,72.0000,center,q4,0.0000,29.5737,68.9679,0.3564,4.4552
91,7.2000,186.0478,61.6595,71.0000,center,q4,0.0000,29.7962,68.7540,0.3564,4.4552
92,7.2800,186.0478,62.0159,69.0000,center,q4,0.0000,30.0108,68.5412,0.3564,4.4552
93,7.3600,186.4042,62.3723,64.0000,center,q4,0.0000,29.9472,68.6172,0.5040,6.3006
94,7.4400,186.4042,62.7287,69.0000,center,q4,0.0000,30.1628,68.4077,0.3564,4.4552
95,7.5200,186.4042,63.0852,76.0000,center,q4,0.0000,30.3705,68.1995,0.3564,4.4552
96,7.6000,186.4042,63.4416,72.0000,center,q4,0.0000,30.5810,67.9925,0.3564,4.4552
97,7.6800,186.0478,64.1544,74.0000,center,q4,0.0000,31.2934,67.2901,0.7970,9.9621
98,7.7600,185.6913,64.5108,79.0000,center,q4,0.0000,31.7928,66.7937,0.5040,6.3006
99,7.8400,184.9785,65.5801,78.0000,center,q4,0.0000,33.0101,65.5982,1.2851,16.0633
100,7.9200,184.2657,66.2929,74.0000,center,q4,0.0000,34.0109,64.6070,1.0081,12.6011
101,8.0000,183.1965,67.3621,81.0000,center,q4,0.0000,35.5074,63.1211,1.5121,18.9017
102,8.0800,182.1272,68.4314,80.0000,center,q4,0.0000,37.0001,61.6366,1.5121,18.9017
103,8.1600,180.7016,69.5006,77.0000,center,q4,0.0000,38.7820,59.8570,1.7821,22.2758
104,8.2400,178.9195,71.2827,78.0000,center,q4,0.0000,41.2594,57.3866,2.5202,31.5028
105,8.3200,177.4938,72.3519,79.0000,center,q1,0.0000,43.0331,55.6081,1.7821,22.2758
106,8.4000,175.7118,73.7776,86.0000,center,q1,0.0000,45.2982,53.3366,2.2822,28.5270
107,8.4800,173.9297,75.2032,83.0000,center,q1,0.0000,47.5648,51.0661,2.2822,28.5270
108,8.5600,172.1476,76.6289,79.0000,center,q1,0.0000,49.8329,48.7967,2.2822,28.5270
109,8.6400,170.0092,78.0545,81.0000,center,q1,0.0000,52.4025,46.2272,2.5701,32.1267
110,8.7200,168.2271,79.4802,78.0000,center,q1,0.0000,54.6720,43.9594,2.2822,28.5270
111,8.8000,166.4450,80.9058,73.0000,center,q1,0.0000,56.9425,41.6932,2.2822,28.5270
112,8.8800,164.6630,82.3315,76.0000,center,q1,0.0000,59.2140,39.4288,2.2822,28.5270
113,8.9600,162.8809,84.4700,75.0000,center,q1,0.0000,61.8580,36.8061,2.7837,34.7960
114,9.0400,161.0988,86.2520,82.0000,center,q1,0.0000,64.3047,34.3792,2.5202,31.5028
115,9.1200,159.6732,88.3905,77.0000,center,q1,0.0000,66.6264,32.1215,2.5701,32.1267
116,9.2000,158.2475,90.5290,77.0000,center,q1,0.0000,68.8579,29.9142,2.5701,32.1267
117,9.2800,157.1783,92.6675,86.0000,center,q1,0.0000,70.7541,28.1016,2.3909,29.8862
118,9.3600,156.1090,95.1624,85.0000,center,q1,0.0000,72.6262,26.2751,2.7144,33.9295
119,9.4400,155.3962,97.6573,86.0000,center,q1,0.0000,73.9976,24.9617,2.5947,32.4341
120,9.5200,154.3270,99.7957,88.0000,center,q1,0.0000,75.4132,23.5480,2.3909,29.8862
121,9.6000,153.6141,102.2906,88.0000,center,q1,0.0000,76.3399,22.6466,2.5947,32.4341
122,9.6800,152.9013,105.1419,90.0000,center,q1,0.0000,76.9341,22.0506,2.9391,36.7382
123,9.7600,151.8321,107.2804,93.0000,center,q1,0.0000,77.6270,21.3306,2.3909,29.8862
124,9.8400,151.1193,109.7753,99.0000,center,q1,0.0000,77.5590,21.3134,2.5947,32.4341
125,9.9200,150.0500,111.9138,90.0000,center,q1,0.0000,77.6245,21.1343,2.3909,29.8862
126,10.0000,148.9808,114.4087,86.0000,center,q1,0.0000,77.2003,21.4154,2.7144,33.9295
127,10.0800,147.9115,116.9036,86.0000,center,q1,0.0000,76.3831,22.0300,2.7144,33.9295
128,10.1600,147.1987,119.0421,92.0000,center,q1,0.0000,75.3458,22.9456,2.2542,28.1769
129,10.2400,146.1295,121.5369,89.0000,center,q1,0.0000,74.0628,24.0859,2.7144,33.9295
130,10.3200,145.4166,123.3190,92.0000,center,q2,0.0000,72.9891,25.0784,1.9193,23.9918
131,10.4000,145.4166,125.1011,90.0000,center,q2,0.0000,71.4544,26.5551,1.7821,22.2758
132,10.4800,145.7731,127.5960,81.0000,center,q2,0.0000,69.1378,28.8620,2.5202,31.5028
133,10.5600,146.4859,129.0216,84.0000,center,q2,0.0000,67.5504,30.4517,1.5939,19.9241
134,10.6400,147.1987,131.1601,88.0000,center,q2,0.0000,65.3443,32.6585,2.2542,28.1769
135,10.7200,147.9115,133.2986,91.0000,center,q2,0.0000,63.1204,34.8714,2.2542,28.1769
136,10.8000,148.6244,135.4371,86.0000,center,q2,0.0000,60.8883,37.0892,2.2542,28.1769
137,10.8800,149.6936,137.2191,92.0000,center,q2,0.0000,58.8168,39.1655,2.0782,25.9779
