Track file,G:\Water Maze Data\xxx_0001\data\track_00444.trk
Object,0
Samples,1500
Name,10,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,55.6005,153.6141,30.0000,wall,q3,0.0000,7.8168,90.8925,-,-
2,0.0800,56.3133,154.6834,15.0000,wall,q2,0.0000,7.7104,90.9081,1.2851,16.0633
3,0.1600,56.6697,155.7526,20.0000,wall,q2,0.0000,7.3476,91.2318,1.1271,14.0885
4,0.2400,57.0261,156.1090,30.0000,wall,q2,0.0000,7.4165,91.1497,0.5040,6.3006
5,0.3200,57.7390,155.7526,51.0000,wall,q2,0.0000,8.2053,90.3631,0.7970,9.9621
6,0.4000,60.2339,155.0398,106.0000,wall,q2,0.0000,10.6328,87.9280,2.5947,32.4341
7,0.4800,62.3723,155.7526,116.0000,wall,q2,0.0000,11.8692,86.6505,2.2542,28.1769
8,0.5600,64.1544,154.3270,54.0000,wall,q2,0.0000,14.1492,84.3687,2.2822,28.5270
9,0.6400,65.5801,153.2577,50.0000,wall,q2,0.0000,15.9273,82.5868,1.7821,22.2758
10,0.7200,66.6493,152.1885,68.0000,wall,q2,0.0000,17.4351,81.0873,1.5121,18.9017
11,0.8000,68.4314,151.1193,73.0000,wall,q2,0.0000,19.4857,79.0230,2.0782,25.9779
12,0.8800,70.2134,150.0500,79.0000,wall,q2,0.0000,21.5416,76.9594,2.0782,25.9779
13,0.9600,71.9955,148.6244,83.0000,center,q2,0.0000,23.8238,74.6775,2.2822,28.5270
14,1.0400,74.1340,147.1987,85.0000,center,q2,0.0000,26.3842,72.1143,2.5701,32.1267
15,1.1200,76.2725,145.7731,81.0000,center,q2,0.0000,28.9464,69.5517,2.5701,32.1267
16,1.2000,78.4109,144.3474,78.0000,center,q2,0.0000,31.5098,66.9896,2.5701,32.1267
17,1.2800,80.5494,142.5653,83.0000,center,q2,0.0000,34.2917,64.2069,2.7837,34.7960
