Track file,G:\Water Maze Data\xxx_0001\data\track_00446.trk
Object,0
Samples,1500
Name,8,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,52.0363,145.0602,109.0000,wall,q3,0.0000,9.2941,89.5298,-,-
2,0.0800,52.7492,141.8525,93.0000,wall,q3,0.0000,11.3214,87.4233,3.2860,41.0746
3,0.1600,53.4620,139.0012,83.0000,wall,q3,0.0000,13.2306,85.5415,2.9391,36.7382
4,0.2400,54.5312,136.5063,88.0000,wall,q3,0.0000,15.3050,83.5368,2.7144,33.9295
5,0.3200,55.6005,134.7242,94.0000,wall,q3,0.0000,17.0558,81.8485,2.0782,25.9779
6,0.4000,57.3825,132.5858,91.0000,wall,q3,0.0000,19.4988,79.3840,2.7837,34.7960
7,0.4800,59.1646,130.4473,88.0000,wall,q3,0.0000,21.9071,76.9413,2.7837,34.7960
8,0.5600,60.9467,128.6652,87.0000,center,q3,0.0000,24.2387,74.6452,2.5202,31.5028
9,0.6400,63.0852,126.5267,89.0000,center,q3,0.0000,26.9487,71.9096,3.0243,37.8033
10,0.7200,64.8672,125.4575,101.0000,center,q3,0.0000,28.9924,69.8759,2.0782,25.9779
11,0.8000,67.0057,124.3883,95.0000,center,q3,0.0000,31.3725,67.5071,2.3909,29.8862
12,0.8800,69.5006,123.6754,103.0000,center,q3,0.0000,33.9567,64.9154,2.5947,32.4341
13,0.9600,71.6391,122.9626,99.0000,center,q3,0.0000,36.2089,62.6612,2.2542,28.1769
14,1.0400,74.1340,122.2498,99.0000,center,q3,0.0000,38.7951,60.0698,2.5947,32.4341
15,1.1200,76.6289,121.5369,103.0000,center,q3,0.0000,41.3823,57.4786,2.5947,32.4341
16,1.2000,78.4109,121.1805,98.0000,center,q3,0.0000,43.1790,55.6781,1.8174,22.7170
17,1.2800,80.5494,120.1113,90.0000,center,q3,0.0000,45.5540,53.3075,2.3909,29.8862
18,1.3600,82.6879,119.3985,91.0000,center,q3,0.0000,47.8072,51.0535,2.2542,28.1769
19,1.4400,84.4700,117.9728,90.0000,center,q3,0.0000,49.9755,48.9110,2.2822,28.5270
20,1.5200,85.8956,116.5472,87.0000,center,q3,0.0000,51.8223,47.1226,2.0162,25.2022
21,1.6000,87.3213,114.7651,105.0000,center,q3,0.0000,53.6813,45.2580,2.2822,28.5270
22,1.6800,88.7469,112.9830,101.0000,center,q3,0.0000,55.4964,43.4332,2.2822,28.5270
23,1.7600,89.8162,110.8445,101.0000,center,q3,0.0000,57.0540,41.9330,2.3909,29.8862
24,1.8400,91.2418,108.7061,106.0000,center,q3,0.0000,58.7747,40.1659,2.5701,32.1267
25,1.9200,92.6675,106.5676,107.0000,center,q3,0.0000,60.5368,38.4893,2.5701,32.1267
26,2.0000,93.7367,104.4291,103.0000,center,q3,0.0000,61.6966,37.2718,2.3909,29.8862
27,2.0800,95.1624,101.9342,106.0000,center,q3,0.0000,63.1496,35.8222,2.8735,35.9187
28,2.1600,96.2316,99.7957,109.0000,center,q3,0.0000,64.1584,34.8732,2.3909,29.8862
29,2.2400,98.0137,97.3008,107.0000,center,q3,0.0000,65.5258,33.4184,3.0660,38.3248
30,2.3200,99.0829,95.1624,109.0000,center,q3,0.0000,66.1288,32.7966,2.3909,29.8862
31,2.4000,100.5086,92.6675,111.0000,center,q3,0.0000,66.7474,32.1113,2.8735,35.9187
32,2.4800,101.9342,90.5290,109.0000,center,q3,0.0000,67.2640,31.5323,2.5701,32.1267
33,2.5600,103.0035,88.0341,107.0000,center,q3,0.0000,67.0597,31.6365,2.7144,33.9295
34,2.6400,104.4291,85.8956,104.0000,center,q3,0.0000,67.1364,31.4794,2.5701,32.1267
35,2.7200,106.2112,84.4700,113.0000,center,q3,0.0000,67.6857,30.8188,2.2822,28.5270
36,2.8000,107.9932,83.0443,111.0000,center,q3,0.0000,68.0628,30.3161,2.2822,28.5270
37,2.8800,110.1317,81.9751,113.0000,center,q3,0.0000,68.8164,29.4750,2.3909,29.8862
38,2.9600,112.2702,81.6187,107.0000,center,q3,0.0000,69.9306,28.2700,2.1680,27.0997
39,3.0400,114.0523,81.6187,99.0000,center,q3,0.0000,70.9979,27.1239,1.7821,22.2758
40,3.1200,115.8343,82.3315,97.0000,center,q3,0.0000,72.6174,25.4727,1.9193,23.9918
41,3.2000,117.2600,83.4007,105.0000,center,q3,0.0000,74.2718,23.7710,1.7821,22.2758
42,3.2800,118.6856,84.4700,102.0000,center,q4,0.0000,75.9169,22.0820,1.7821,22.2758
43,3.3600,120.1113,85.1828,102.0000,center,q4,0.0000,77.2636,20.7114,1.5939,19.9241
44,3.4400,121.5369,85.5392,92.0000,center,q4,0.0000,78.2488,19.6870,1.4695,18.3691
45,3.5200,122.2498,85.5392,96.0000,center,q4,0.0000,78.5307,19.3554,0.7128,8.9103
46,3.6000,123.3190,85.1828,104.0000,center,q4,0.0000,78.5671,19.2240,1.1271,14.0885
47,3.6800,124.3883,84.1135,110.0000,center,q4,0.0000,77.8989,19.8290,1.5121,18.9017
48,3.7600,125.4575,83.0443,115.0000,center,q4,0.0000,77.1567,20.5278,1.5121,18.9017
49,3.8400,126.1703,81.2622,106.0000,center,q4,0.0000,75.5571,22.0836,1.9193,23.9918
50,3.9200,126.5267,79.4802,113.0000,center,q4,0.0000,73.8430,23.7568,1.8174,22.7170
51,4.0000,126.8831,77.6981,115.0000,center,q4,0.0000,72.1339,25.4499,1.8174,22.7170
52,4.0800,126.5267,75.9160,109.0000,center,q4,0.0000,70.3183,27.2661,1.8174,22.7170
53,4.1600,126.1703,74.1340,104.0000,center,q4,0.0000,68.5028,29.0825,1.8174,22.7170
