Track file,G:\Water Maze Data\xxx_0001\data\track_00468.trk
Object,0
Samples,335
Name,7,
Goal Position,SW,
Comment,,
Trial,2,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,218.8378,144.3474,32.0000,wall,q1,0.0000,1.5939,97.1847,-,-
2,0.0800,218.4814,144.3474,23.0000,wall,q1,0.0000,1.9193,96.8626,0.3564,4.4552
3,0.1600,218.4814,144.7038,20.0000,wall,q1,0.0000,1.7821,97.0160,0.3564,4.4552
4,0.2400,217.7685,143.9910,20.0000,wall,q1,0.0000,2.7144,96.0658,1.0081,12.6011
5,0.3200,218.1250,145.4166,50.0000,wall,q1,0.0000,1.7821,97.0055,1.4695,18.3691
6,0.4000,207.4326,141.4961,54.0000,wall,q1,0.0000,13.0712,85.6856,11.3885,142.3563
7,0.4800,218.1250,145.4166,67.0000,wall,q1,0.0000,1.7821,97.0055,11.3885,142.3563
8,0.5600,204.2248,139.3576,64.0000,wall,q1,0.0000,16.8987,81.8593,15.1633,189.5410
9,0.6400,201.7299,136.8627,68.0000,wall,q1,0.0000,20.2435,78.5211,3.5283,44.1039
10,0.7200,201.0171,135.7935,67.0000,wall,q1,0.0000,21.3610,77.4179,1.2851,16.0633
11,0.8000,198.1658,132.9422,68.0000,center,q1,0.0000,25.1846,73.6363,4.0324,50.4045
12,0.8800,196.7402,132.2293,60.0000,center,q1,0.0000,26.7785,72.0438,1.5939,19.9241
13,0.9600,193.1760,130.0909,65.0000,center,q1,0.0000,30.9239,67.9190,4.1565,51.9557
14,1.0400,192.1068,129.7345,65.0000,center,q1,0.0000,32.0396,66.7967,1.1271,14.0885
15,1.1200,187.4734,129.3780,68.0000,center,q1,0.0000,36.3419,62.4316,4.6471,58.0883
16,1.2000,186.0478,129.3780,65.0000,center,q1,0.0000,37.6181,61.1444,1.4257,17.8207
17,1.2800,181.7708,130.4473,71.0000,center,q1,0.0000,40.8944,57.8254,4.4086,55.1074
18,1.3600,180.3451,130.8037,74.0000,center,q1,0.0000,41.9358,56.7520,1.4695,18.3691
19,1.4400,175.7118,131.8729,70.0000,center,q1,0.0000,45.2982,53.3455,4.7551,59.4393
20,1.5200,174.2861,132.2293,84.0000,center,q1,0.0000,46.2651,52.3550,1.4695,18.3691
21,1.6000,169.6527,133.2986,72.0000,center,q1,0.0000,49.2650,49.2462,4.7551,59.4393
22,1.6800,168.2271,133.2986,87.0000,center,q1,0.0000,50.3969,48.1346,1.4257,17.8207
23,1.7600,163.5937,134.3678,76.0000,center,q1,0.0000,52.9847,45.3819,4.7551,59.4393
24,1.8400,162.1681,134.3678,70.0000,center,q1,0.0000,53.9540,44.3682,1.4257,17.8207
25,1.9200,157.8911,134.0114,82.0000,center,q1,0.0000,57.0261,41.2024,4.2918,53.6473
26,2.0000,156.8219,133.6550,83.0000,center,q1,0.0000,57.9564,40.2381,1.1271,14.0885
27,2.0800,153.2577,131.8729,74.0000,center,q2,0.0000,61.5203,36.6172,3.9848,49.8103
28,2.1600,151.8321,130.8037,82.0000,center,q2,0.0000,63.2310,34.9045,1.7821,22.2758
29,2.2400,148.6244,127.9524,69.0000,center,q2,0.0000,67.3631,30.7137,4.2918,53.6473
30,2.3200,146.8423,125.8139,79.0000,center,q2,0.0000,70.1157,27.9404,2.7837,34.7960
31,2.4000,146.1295,125.1011,82.0000,center,q2,0.0000,71.0908,26.9495,1.0081,12.6011
32,2.4800,143.2782,121.8934,86.0000,center,q2,0.0000,75.3053,22.7003,4.2918,53.6473
33,2.5600,142.2089,120.4677,91.0000,center,q2,0.0000,77.0785,20.9231,1.7821,22.2758
