Track file,G:\Water Maze Data\xxx_0001\data\track_00706.trk
Object,0
Samples,1500
Name,7,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,181.4144,53.4620,46.0000,center,q4,0.0000,27.8368,70.5705,-,-
2,0.0800,178.9195,52.0363,55.0000,center,q4,0.0000,28.4796,69.8390,2.8735,35.9187
3,0.1600,177.1374,50.6107,60.0000,center,q4,0.0000,28.5331,69.6893,2.2822,28.5270
4,0.2400,174.9989,50.2543,55.0000,center,q4,0.0000,29.6659,68.5644,2.1680,27.0997
5,0.3200,172.5041,49.1850,63.0000,center,q4,0.0000,30.2951,67.8320,2.7144,33.9295
6,0.4000,170.0092,48.4722,59.0000,center,q4,0.0000,31.2284,66.9114,2.5947,32.4341
7,0.4800,167.1579,48.1158,65.0000,center,q4,0.0000,32.4571,65.5861,2.8735,35.9187
8,0.5600,165.0194,47.7594,65.0000,center,q4,0.0000,33.2517,64.7338,2.1680,27.0997
9,0.6400,162.5245,47.0466,54.0000,center,q4,0.0000,33.9267,64.0766,2.5947,32.4341
10,0.7200,161.0988,45.9773,53.0000,center,q4,0.0000,33.6334,64.3295,1.7821,22.2758
11,0.8000,159.6732,44.1953,47.0000,center,q4,0.0000,32.6755,65.2701,2.2822,28.5270
12,0.8800,158.9603,43.1260,51.0000,center,q4,0.0000,31.9681,65.9263,1.2851,16.0633
13,0.9600,158.9603,41.7004,49.0000,center,q4,0.0000,30.6536,67.2199,1.4257,17.8207
14,1.0400,158.6039,41.3439,47.0000,center,q4,0.0000,30.4707,67.3972,0.5040,6.3006
15,1.1200,158.6039,40.6311,47.0000,center,q4,0.0000,29.8218,68.0480,0.7128,8.9103
16,1.2000,158.9603,39.5619,42.0000,center,q4,0.0000,28.7018,69.1699,1.1271,14.0885
17,1.2800,158.6039,38.8491,44.0000,center,q4,0.0000,28.1995,69.6803,0.7970,9.9621
18,1.3600,158.2475,38.1362,54.0000,center,q4,0.0000,27.6651,70.1960,0.7970,9.9621
19,1.4400,157.5347,36.7106,62.0000,center,q4,0.0000,26.6000,71.2430,1.5939,19.9241
20,1.5200,156.4655,35.6413,55.0000,center,q4,0.0000,25.9228,71.8500,1.5121,18.9017
21,1.6000,155.3962,34.5721,63.0000,center,q4,0.0000,25.2827,72.4834,1.5121,18.9017
22,1.6800,153.2577,33.8593,52.0000,center,q4,0.0000,25.3279,72.4691,2.2542,28.1769
23,1.7600,151.4757,33.8593,66.0000,center,q4,0.0000,25.7606,71.9411,1.7821,22.2758
24,1.8400,148.9808,33.5029,62.0000,center,q4,0.0000,26.1059,71.6151,2.5202,31.5028
25,1.9200,146.4859,33.8593,68.0000,center,q4,0.0000,27.0616,70.6811,2.5202,31.5028
26,2.0000,143.9910,33.8593,55.0000,center,q4,0.0000,27.4808,70.1757,2.4949,31.1862
27,2.0800,141.4961,33.8593,71.0000,center,q4,0.0000,27.8322,69.7560,2.4949,31.1862
28,2.1600,138.6448,33.5029,69.0000,center,q4,0.0000,27.9461,69.7375,2.8735,35.9187
29,2.2400,136.1499,33.1464,67.0000,center,q4,0.0000,27.8002,69.8627,2.5202,31.5028
30,2.3200,133.6550,32.7900,65.0000,center,q4,0.0000,27.4646,70.0784,2.5202,31.5028
31,2.4000,131.1601,32.0772,68.0000,center,q4,0.0000,26.9676,70.7402,2.5947,32.4341
32,2.4800,129.0216,32.0772,63.0000,center,q4,0.0000,26.7903,70.7668,2.1385,26.7310
33,2.5600,126.1703,32.4336,67.0000,center,q4,0.0000,27.0874,70.5472,2.8735,35.9187
34,2.6400,123.6754,32.7900,60.0000,center,q4,0.0000,27.2767,70.4064,2.5202,31.5028
35,2.7200,121.1805,33.8593,64.0000,center,q4,0.0000,27.9597,69.6498,2.7144,33.9295
36,2.8000,118.6856,35.2849,69.0000,center,q4,0.0000,29.0099,68.6410,2.8735,35.9187
37,2.8800,116.1907,36.7106,65.0000,center,q4,0.0000,30.0002,67.7393,2.8735,35.9187
38,2.9600,113.6959,38.1362,67.0000,center,q4,0.0000,30.7694,66.9488,2.8735,35.9187
39,3.0400,111.2010,39.5619,70.0000,center,q4,0.0000,31.4695,66.2736,2.8735,35.9187
40,3.1200,108.7061,40.9875,59.0000,center,q4,0.0000,32.0376,65.7171,2.8735,35.9187
41,3.2000,106.2112,42.4132,65.0000,center,q4,0.0000,32.5724,65.2826,2.8735,35.9187
42,3.2800,103.3599,44.1953,59.0000,center,q4,0.0000,33.0927,64.8000,3.3624,42.0300
43,3.3600,101.5778,45.2645,56.0000,center,q4,0.0000,33.3146,64.6252,2.0782,25.9779
44,3.4400,99.0829,47.4030,57.0000,center,q4,0.0000,34.0463,63.9355,3.2860,41.0746
45,3.5200,96.2316,49.1850,51.0000,center,q4,0.0000,34.1153,63.9016,3.3624,42.0300
46,3.6000,94.0931,50.9671,62.0000,center,q4,0.0000,34.5114,63.6286,2.7837,34.7960
47,3.6800,91.2418,52.7492,50.0000,center,q3,0.0000,34.2231,63.9173,3.3624,42.0300
48,3.7600,88.7469,54.5312,64.0000,center,q3,0.0000,34.0687,64.1453,3.0660,38.3248
49,3.8400,86.2520,56.3133,66.0000,center,q3,0.0000,33.7747,64.5184,3.0660,38.3248
50,3.9200,83.7571,58.4518,65.0000,center,q3,0.0000,33.5654,64.7895,3.2860,41.0746
51,4.0000,81.6187,60.2339,71.0000,center,q3,0.0000,33.2669,65.1863,2.7837,34.7960
52,4.0800,79.1238,62.0159,79.0000,center,q3,0.0000,32.5099,65.9784,3.0660,38.3248
53,4.1600,76.9853,63.7980,81.0000,center,q3,0.0000,31.9443,66.6126,2.7837,34.7960
54,4.2400,74.8468,65.5801,77.0000,center,q3,0.0000,31.2934,67.3559,2.7837,34.7960
55,4.3200,71.9955,67.0057,78.0000,center,q3,0.0000,29.6595,68.9991,3.1879,39.8482
56,4.4000,69.5006,68.0749,77.0000,center,q3,0.0000,28.0753,70.6113,2.7144,33.9295
57,4.4800,67.3621,68.4314,71.0000,center,q3,0.0000,26.4083,72.3105,2.1680,27.0997
58,4.5600,65.5801,68.7878,70.0000,center,q3,0.0000,25.0252,73.7178,1.8174,22.7170
59,4.6400,64.1544,68.0749,60.0000,wall,q3,0.0000,23.4313,75.3116,1.5939,19.9241
60,4.7200,63.0852,67.3621,64.0000,wall,q3,0.0000,22.1579,76.5892,1.2851,16.0633
61,4.8000,63.0852,66.2929,65.0000,wall,q3,0.0000,21.6505,77.0900,1.0692,13.3655
62,4.8800,63.4416,65.2236,61.0000,wall,q3,0.0000,21.3967,77.2907,1.1271,14.0885
63,4.9600,63.7980,64.5108,65.0000,wall,q3,0.0000,21.3521,77.3301,0.7970,9.9621
64,5.0400,64.5108,63.4416,67.0000,wall,q3,0.0000,21.3967,77.2512,1.2851,16.0633
65,5.1200,65.5801,62.0159,76.0000,wall,q3,0.0000,21.5505,77.0783,1.7821,22.2758
66,5.2000,66.6493,60.9467,76.0000,wall,q3,0.0000,21.8839,76.7513,1.5121,18.9017
67,5.2800,68.0749,59.8774,74.0000,wall,q3,0.0000,22.4569,76.1581,1.7821,22.2758
68,5.3600,70.2134,59.1646,82.0000,center,q3,0.0000,23.7410,74.8154,2.2542,28.1769
69,5.4400,71.9955,59.1646,78.0000,center,q3,0.0000,25.1644,73.3755,1.7821,22.2758
70,5.5200,74.1340,59.1646,76.0000,center,q3,0.0000,26.8330,71.6679,2.1385,26.7310
71,5.6000,76.2725,59.1646,72.0000,center,q3,0.0000,28.5131,69.9840,2.1385,26.7310
72,5.6800,78.4109,59.5210,77.0000,center,q3,0.0000,30.4478,68.0984,2.1680,27.0997
73,5.7600,80.9058,59.5210,72.0000,center,q3,0.0000,32.2589,66.1917,2.4949,31.1862
74,5.8400,83.0443,59.8774,66.0000,center,q3,0.0000,34.0239,64.3509,2.1680,27.0997
75,5.9200,85.5392,59.8774,64.0000,center,q3,0.0000,35.8439,62.5148,2.4949,31.1862
76,6.0000,88.3905,60.2339,68.0000,center,q3,0.0000,38.0962,60.2217,2.8735,35.9187
77,6.0800,91.2418,60.2339,66.0000,center,q3,0.0000,40.0232,58.2405,2.8513,35.6413
78,6.1600,94.0931,60.2339,66.0000,center,q3,0.0000,41.8843,56.3339,2.8513,35.6413
79,6.2400,96.5880,60.2339,65.0000,center,q3,0.0000,43.4196,54.7330,2.4949,31.1862
80,6.3200,99.7957,60.2339,72.0000,center,q3,0.0000,45.3360,52.7769,3.2077,40.0965
81,6.4000,102.2906,60.5903,69.0000,center,q4,0.0000,47.0047,51.0473,2.5202,31.5028
82,6.4800,105.4983,60.5903,75.0000,center,q4,0.0000,48.6605,49.3163,3.2077,40.0965
83,6.5600,107.9932,60.9467,67.0000,center,q4,0.0000,50.2088,47.7622,2.5202,31.5028
84,6.6400,110.4881,60.9467,71.0000,center,q4,0.0000,51.2963,46.6132,2.4949,31.1862
85,6.7200,113.6959,61.3031,65.0000,center,q4,0.0000,52.8610,44.9659,3.2275,40.3432
86,6.8000,116.5472,62.0159,59.0000,center,q4,0.0000,54.4800,43.2766,2.9391,36.7382
87,6.8800,119.0421,63.0852,61.0000,center,q4,0.0000,56.2049,41.4848,2.7144,33.9295
88,6.9600,121.1805,63.7980,55.0000,center,q4,0.0000,57.4887,40.2293,2.2542,28.1769
89,7.0400,122.9626,65.2236,53.0000,center,q4,0.0000,59.2386,38.4376,2.2822,28.5270
90,7.1200,124.3883,67.0057,30.0000,center,q4,0.0000,61.1911,36.4119,2.2822,28.5270
