Track file,G:\Water Maze Data\xxx_0001\data\track_00685.trk
Object,0
Samples,1157
Name,9,
Goal Position,SW,
Comment,,
Trial,4,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,204.5813,47.7594,61.0000,wall,q4,0.0000,6.6297,91.9208,-,-
2,0.0800,204.5813,47.4030,69.0000,wall,q4,0.0000,6.4253,92.1347,0.3564,4.4552
3,0.1600,204.2248,47.0466,63.0000,wall,q4,0.0000,6.5429,92.0657,0.5040,6.3006
4,0.2400,203.8684,47.4030,54.0000,wall,q4,0.0000,7.0296,91.5662,0.5040,6.3006
5,0.3200,203.1556,47.0466,62.0000,wall,q4,0.0000,7.3130,91.2173,0.7970,9.9621
6,0.4000,201.7299,47.0466,64.0000,wall,q4,0.0000,8.4117,90.0933,1.4257,17.8207
7,0.4800,200.6607,47.4030,75.0000,wall,q4,0.0000,9.4902,89.0338,1.1271,14.0885
8,0.5600,199.5915,47.7594,67.0000,wall,q4,0.0000,10.5789,87.9759,1.1271,14.0885
9,0.6400,198.5222,47.7594,74.0000,wall,q4,0.0000,11.4108,87.1445,1.0692,13.3655
10,0.7200,197.8094,48.1158,60.0000,wall,q4,0.0000,12.1912,86.3670,0.7970,9.9621
11,0.8000,196.7402,48.4722,58.0000,wall,q4,0.0000,13.2593,85.3147,1.1271,14.0885
12,0.8800,196.3837,48.8286,62.0000,wall,q4,0.0000,13.7577,84.8130,0.5040,6.3006
13,0.9600,195.6709,49.1850,64.0000,wall,q4,0.0000,14.5432,84.0365,0.7970,9.9621
14,1.0400,194.9581,49.8979,64.0000,wall,q4,0.0000,15.5398,83.0329,1.0081,12.6011
15,1.1200,194.6017,50.9671,70.0000,wall,q4,0.0000,16.4762,82.0789,1.1271,14.0885
16,1.2000,194.2453,51.6799,62.0000,wall,q4,0.0000,17.2004,81.3530,0.7970,9.9621
17,1.2800,194.2453,52.7492,72.0000,wall,q4,0.0000,17.8207,80.6852,1.0692,13.3655
18,1.3600,193.8889,53.8184,76.0000,wall,q4,0.0000,18.7583,79.7446,1.1271,14.0885
19,1.4400,193.5324,55.6005,78.0000,wall,q4,0.0000,20.1775,78.3774,1.8174,22.7170
20,1.5200,193.1760,57.0261,84.0000,wall,q4,0.0000,21.3194,77.2396,1.4695,18.3691
21,1.6000,193.1760,58.8082,80.0000,center,q4,0.0000,22.3832,76.1966,1.7821,22.2758
22,1.6800,193.1760,60.5903,87.0000,center,q4,0.0000,23.4530,75.1814,1.7821,22.2758
23,1.7600,193.1760,62.3723,81.0000,center,q1,0.0000,24.4501,74.1951,1.7821,22.2758
24,1.8400,193.1760,64.5108,77.0000,center,q1,0.0000,25.6072,73.0514,2.1385,26.7310
25,1.9200,193.5324,66.2929,76.0000,center,q1,0.0000,26.2224,72.4405,1.8174,22.7170
26,2.0000,193.5324,68.4314,73.0000,center,q1,0.0000,27.3232,71.3861,2.1385,26.7310
27,2.0800,193.1760,70.5698,70.0000,center,q1,0.0000,28.6907,70.0644,2.1680,27.0997
28,2.1600,192.4632,72.3519,72.0000,center,q1,0.0000,30.1269,68.6228,1.9193,23.9918
29,2.2400,191.3940,74.4904,75.0000,center,q1,0.0000,32.0396,66.7309,2.3909,29.8862
