Track file,G:\Water Maze Data\xxx_0001\data\track_00440.trk
Object,0
Samples,1500
Name,7,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,58.8082,153.2577,58.0000,wall,q2,0.0000,10.5789,88.0461,-,-
2,0.0800,59.1646,154.3270,28.0000,wall,q2,0.0000,10.1937,88.3731,1.1271,14.0885
3,0.1600,56.6697,166.4450,55.0000,wall,q2,0.0000,0.7970,97.8243,12.3722,154.6527
4,0.2400,61.6595,153.9706,96.0000,wall,q2,0.0000,12.4132,86.1460,13.4354,167.9426
5,0.3200,63.7980,151.8321,122.0000,wall,q2,0.0000,15.4208,83.1567,3.0243,37.8033
6,0.4000,65.5801,148.9808,87.0000,wall,q2,0.0000,18.5369,80.0463,3.3624,42.0300
7,0.4800,66.2929,147.5551,93.0000,wall,q2,0.0000,19.9719,78.6453,1.5939,19.9241
8,0.5600,67.3621,145.0602,101.0000,wall,q3,0.0000,22.3207,76.3604,2.7144,33.9295
9,0.6400,68.0749,142.9217,104.0000,center,q3,0.0000,24.0282,74.5964,2.2542,28.1769
10,0.7200,68.7878,140.0704,100.0000,center,q3,0.0000,26.1715,72.4906,2.9391,36.7382
11,0.8000,69.1442,137.5755,101.0000,center,q3,0.0000,27.7637,70.9298,2.5202,31.5028
12,0.8800,69.8570,134.7242,108.0000,center,q3,0.0000,29.8069,68.9442,2.9391,36.7382
13,0.9600,70.2134,132.2293,104.0000,center,q3,0.0000,31.2426,67.5047,2.5202,31.5028
14,1.0400,70.5698,129.3780,102.0000,center,q3,0.0000,32.8365,65.9856,2.8735,35.9187
15,1.1200,70.9263,126.8831,110.0000,center,q3,0.0000,34.1655,64.6905,2.5202,31.5028
16,1.2000,71.6391,124.3883,103.0000,center,q3,0.0000,35.7285,63.1340,2.5947,32.4341
17,1.2800,71.9955,122.2498,111.0000,center,q3,0.0000,36.7987,62.0971,2.1680,27.0997
18,1.3600,72.7083,119.7549,101.0000,center,q3,0.0000,38.2958,60.6773,2.5947,32.4341
19,1.4400,73.7776,117.6164,103.0000,center,q3,0.0000,39.8562,59.0797,2.3909,29.8862
20,1.5200,74.8468,115.4779,102.0000,center,q3,0.0000,41.4084,57.5371,2.3909,29.8862
21,1.6000,75.9160,114.0523,99.0000,center,q3,0.0000,42.7948,56.1922,1.7821,22.2758
