Track file,G:\Water Maze Data\xxx_0001\data\track_00894.trk
Object,0
Samples,1500
Name,6,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,68.4314,140.7833,65.0000,center,q3,0.0000,25.5054,73.1640,-,-
2,0.0800,69.5006,141.4961,67.0000,center,q3,0.0000,25.9986,72.6292,1.2851,16.0633
3,0.1600,70.9263,142.2089,70.0000,center,q3,0.0000,26.8353,71.8151,1.5939,19.9241
4,0.2400,72.3519,142.9217,68.0000,center,q2,0.0000,27.5939,71.0274,1.5939,19.9241
5,0.3200,73.4211,143.2782,69.0000,center,q2,0.0000,28.2287,70.3519,1.1271,14.0885
6,0.4000,75.5596,144.3474,73.0000,center,q2,0.0000,29.2975,69.2494,2.3909,29.8862
7,0.4800,77.3417,145.4166,74.0000,center,q2,0.0000,30.0108,68.4917,2.0782,25.9779
8,0.5600,79.4802,146.4859,77.0000,center,q2,0.0000,30.9998,67.5170,2.3909,29.8862
9,0.6400,81.6187,147.5551,75.0000,center,q2,0.0000,31.7588,66.6138,2.3909,29.8862
10,0.7200,84.1135,148.9808,78.0000,center,q2,0.0000,32.5899,65.7796,2.8735,35.9187
11,0.8000,86.6084,150.0500,78.0000,center,q2,0.0000,33.5104,64.8014,2.7144,33.9295
12,0.8800,89.1033,150.7628,81.0000,center,q2,0.0000,34.5721,63.6547,2.5947,32.4341
13,0.9600,91.9546,151.4757,77.0000,center,q2,0.0000,35.7925,62.3710,2.9391,36.7382
14,1.0400,94.4495,151.8321,85.0000,center,q2,0.0000,37.0001,61.1267,2.5202,31.5028
15,1.1200,97.3008,151.8321,89.0000,center,q2,0.0000,38.6376,59.4670,2.8513,35.6413
16,1.2000,99.7957,151.8321,82.0000,center,q2,0.0000,39.9199,58.0907,2.4949,31.1862
17,1.2800,102.6470,151.1193,81.0000,center,q2,0.0000,41.9978,55.9955,2.9391,36.7382
18,1.3600,105.4983,150.0500,84.0000,center,q2,0.0000,44.3115,53.6651,3.0452,38.0650
19,1.4400,107.9932,148.9808,85.0000,center,q2,0.0000,46.3844,51.5673,2.7144,33.9295
20,1.5200,110.8445,147.5551,83.0000,center,q2,0.0000,48.8182,49.0578,3.1879,39.8482
21,1.6000,113.3394,145.7731,88.0000,center,q2,0.0000,51.3952,46.4347,3.0660,38.3248
22,1.6800,115.8343,144.3474,88.0000,center,q2,0.0000,53.5629,44.2037,2.8735,35.9187
23,1.7600,117.9728,142.5653,88.0000,center,q2,0.0000,55.9296,41.8204,2.7837,34.7960
24,1.8400,120.4677,140.4269,90.0000,center,q2,0.0000,58.6514,39.0495,3.2860,41.0746
25,1.9200,122.6062,138.6448,88.0000,center,q2,0.0000,60.9425,36.7918,2.7837,34.7960
26,2.0000,125.1011,136.1499,91.0000,center,q2,0.0000,63.7621,33.8461,3.5283,44.1039
27,2.0800,127.2396,134.0114,91.0000,center,q2,0.0000,66.2133,31.4170,3.0243,37.8033
28,2.1600,129.3780,131.8729,90.0000,center,q2,0.0000,68.4648,29.0996,3.0243,37.8033
29,2.2400,131.5165,129.7345,88.0000,center,q2,0.0000,70.6427,26.9228,3.0243,37.8033
30,2.3200,133.2986,127.5960,91.0000,center,q2,0.0000,72.7223,24.8877,2.7837,34.7960
31,2.4000,135.0807,125.1011,93.0000,center,q2,0.0000,74.9528,22.6593,3.0660,38.3248
32,2.4800,136.8627,122.2498,91.0000,center,q2,0.0000,77.4016,20.3054,3.3624,42.0300
33,2.5600,137.9320,119.3985,93.0000,center,q2,0.0000,79.8127,17.9822,3.0452,38.0650
34,2.6400,139.3576,116.9036,88.0000,center,q2,0.0000,81.6062,16.3927,2.8735,35.9187
35,2.7200,140.4269,114.4087,91.0000,center,q2,0.0000,83.1880,14.9575,2.7144,33.9295
36,2.8000,141.4961,111.9138,92.0000,center,q1,0.0000,84.4707,13.9094,2.7144,33.9295
37,2.8800,142.9217,109.0625,93.0000,center,q1,0.0000,85.2074,13.4819,3.1879,39.8482
38,2.9600,143.9910,106.5676,85.0000,center,q1,0.0000,85.3526,13.5469,2.7144,33.9295
39,3.0400,145.0602,104.0727,94.0000,center,q1,0.0000,84.8451,14.1424,2.7144,33.9295
40,3.1200,146.1295,101.2214,88.0000,center,q1,0.0000,83.7329,15.2396,3.0452,38.0650
41,3.2000,147.5551,98.3701,89.0000,center,q1,0.0000,81.7617,17.1674,3.1879,39.8482
42,3.2800,148.6244,95.8752,91.0000,center,q1,0.0000,79.8565,18.9668,2.7144,33.9295
43,3.3600,149.6936,93.3803,90.0000,center,q1,0.0000,77.7537,20.9640,2.7144,33.9295
44,3.4400,151.1193,90.8854,89.0000,center,q1,0.0000,75.2311,23.4139,2.8735,35.9187
45,3.5200,152.5449,88.7469,90.0000,center,q4,0.0000,72.8514,25.7544,2.5701,32.1267
46,3.6000,153.9706,86.2520,89.0000,center,q4,0.0000,70.1917,28.3418,2.8735,35.9187
47,3.6800,155.3962,84.1135,94.0000,center,q4,0.0000,67.7420,30.7617,2.5701,32.1267
48,3.7600,156.8219,81.9751,95.0000,center,q4,0.0000,65.2743,33.2042,2.5701,32.1267
49,3.8400,157.5347,79.4802,90.0000,center,q4,0.0000,63.0237,35.3568,2.5947,32.4341
50,3.9200,157.8911,77.3417,88.0000,center,q4,0.0000,61.3041,37.0614,2.1680,27.0997
51,4.0000,158.2475,74.4904,86.0000,center,q4,0.0000,58.9592,39.3226,2.8735,35.9187
52,4.0800,158.2475,72.3519,89.0000,center,q4,0.0000,57.3338,40.8900,2.1385,26.7310
53,4.1600,157.8911,69.5006,82.0000,center,q4,0.0000,55.3176,42.8315,2.8735,35.9187
54,4.2400,157.8911,67.0057,91.0000,center,q4,0.0000,53.3252,44.7996,2.4949,31.1862
