Track file,G:\Water Maze Data\xxx_0001\data\track_00891.trk
Object,0
Samples,1500
Name,7,
Goal Position,none,
Comment,,
Trial,6,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
1,0.0000,60.9467,142.2089,64.0000,wall,q3,0.0000,18.3475,80.3461,-,-
2,0.0800,61.3031,141.8525,67.0000,wall,q3,0.0000,18.8327,79.8608,0.5040,6.3006
3,0.1600,61.6595,141.4961,54.0000,wall,q3,0.0000,19.3188,79.3758,0.5040,6.3006
4,0.2400,62.0159,139.3576,54.0000,wall,q3,0.0000,20.7364,78.0409,2.1680,27.0997
5,0.3200,62.3723,138.2884,78.0000,wall,q3,0.0000,21.5180,77.2292,1.1271,14.0885
6,0.4000,63.7980,136.5063,86.0000,center,q3,0.0000,23.5907,75.1501,2.2822,28.5270
7,0.4800,65.5801,135.0807,91.0000,center,q3,0.0000,25.8221,72.9195,2.2822,28.5270
8,0.5600,66.6493,134.3678,94.0000,center,q3,0.0000,27.0968,71.6454,1.2851,16.0633
9,0.6400,70.2134,132.9422,102.0000,center,q3,0.0000,30.9239,67.8183,3.8387,47.9836
10,0.7200,72.7083,132.2293,97.0000,center,q3,0.0000,33.4725,65.2681,2.5947,32.4341
11,0.8000,75.5596,132.2293,105.0000,center,q3,0.0000,36.0048,62.7359,2.8513,35.6413
12,0.8800,78.4109,132.9422,105.0000,center,q3,0.0000,38.0829,60.5835,2.9391,36.7382
13,0.9600,79.4802,133.2986,111.0000,center,q3,0.0000,38.8163,59.8389,1.1271,14.0885
14,1.0400,82.6879,135.0807,103.0000,center,q3,0.0000,40.5638,58.0728,3.6695,45.8687
15,1.1200,84.8264,136.8627,103.0000,center,q2,0.0000,41.2024,57.3470,2.7837,34.7960
16,1.2000,86.9649,138.2884,110.0000,center,q2,0.0000,41.9857,56.5242,2.5701,32.1267
17,1.2800,89.1033,140.0704,108.0000,center,q2,0.0000,42.3427,56.0440,2.7837,34.7960
18,1.3600,90.1726,141.1397,103.0000,center,q2,0.0000,42.3877,55.9763,1.5121,18.9017
19,1.4400,93.7367,143.2782,106.0000,center,q2,0.0000,43.2613,54.9881,4.1565,51.9557
20,1.5200,96.2316,143.9910,111.0000,center,q2,0.0000,44.3387,53.8730,2.5947,32.4341
21,1.6000,99.0829,144.7038,112.0000,center,q2,0.0000,45.4829,52.6452,2.9391,36.7382
22,1.6800,101.9342,145.0602,115.0000,center,q2,0.0000,46.8219,51.2618,2.8735,35.9187
23,1.7600,103.3599,145.4166,107.0000,center,q2,0.0000,47.2580,50.7665,1.4695,18.3691
24,1.8400,107.2804,146.1295,108.0000,center,q2,0.0000,48.6148,49.3693,3.9848,49.8103
25,1.9200,109.7753,147.1987,102.0000,center,q2,0.0000,48.7192,49.1843,2.7144,33.9295
26,2.0000,111.9138,148.6244,105.0000,SW,q2,0.0000,48.2410,49.6143,2.5701,32.1267
27,2.0800,113.3394,150.4064,109.0000,SW,q2,0.0000,47.0155,50.7514,2.2822,28.5270
28,2.1600,114.0523,151.4757,109.0000,SW,q2,0.0000,46.2651,51.5169,1.2851,16.0633
29,2.2400,115.8343,154.3270,117.0000,SW,q2,0.0000,44.0138,53.6886,3.3624,42.0300
30,2.3200,116.9036,155.7526,117.0000,SW,q2,0.0000,42.9489,54.7735,1.7821,22.2758
31,2.4000,117.9728,157.8911,109.0000,SW,q2,0.0000,41.1468,56.5877,2.3909,29.8862
32,2.4800,119.3985,159.3168,111.0000,center,q2,0.0000,40.0232,57.6732,2.0162,25.2022
33,2.5600,120.4677,160.0296,116.0000,center,q2,0.0000,39.4783,58.1691,1.2851,16.0633
34,2.6400,123.3190,161.0988,110.0000,center,q2,0.0000,38.8621,58.7822,3.0452,38.0650
35,2.7200,125.8139,161.8117,113.0000,center,q2,0.0000,38.4926,59.2197,2.5947,32.4341
36,2.8000,128.3088,162.1681,107.0000,center,q2,0.0000,38.1512,59.4107,2.5202,31.5028
37,2.8800,130.8037,162.1681,107.0000,center,q2,0.0000,38.3024,59.3512,2.4949,31.1862
38,2.9600,131.8729,162.1681,107.0000,center,q2,0.0000,38.2427,59.3578,1.0692,13.3655
39,3.0400,135.7935,162.5245,105.0000,center,q2,0.0000,37.7798,59.9016,3.9367,49.2089
40,3.1200,138.6448,162.5245,101.0000,center,q2,0.0000,37.4505,60.1981,2.8513,35.6413
41,3.2000,141.1397,162.8809,108.0000,center,q2,0.0000,36.6950,60.9180,2.5202,31.5028
42,3.2800,143.9910,163.2373,99.0000,center,q2,0.0000,35.9412,61.8066,2.8735,35.9187
43,3.3600,145.4166,163.5937,103.0000,center,q2,0.0000,35.2687,62.4692,1.4695,18.3691
44,3.4400,149.3372,163.9501,95.0000,center,q2,0.0000,33.8874,63.8315,3.9367,49.2089
45,3.5200,151.8321,164.3065,102.0000,center,q2,0.0000,32.9003,64.9309,2.5202,31.5028
46,3.6000,154.3270,163.9501,104.0000,center,q2,0.0000,32.3473,65.4418,2.5202,31.5028
47,3.6800,157.1783,163.5937,101.0000,center,q2,0.0000,31.7048,66.1852,2.8735,35.9187
48,3.7600,158.2475,163.2373,98.0000,center,q2,0.0000,31.5924,66.2908,1.1271,14.0885
49,3.8400,162.5245,162.1681,102.0000,center,q2,0.0000,30.7632,67.2160,4.4086,55.1074
50,3.9200,165.0194,161.0988,97.0000,center,q2,0.0000,30.5041,67.4972,2.7144,33.9295
51,4.0000,166.4450,160.7424,99.0000,center,q2,0.0000,30.0742,67.9232,1.4695,18.3691
52,4.0800,169.2963,158.6039,92.0000,center,q2,0.0000,30.4520,67.6816,3.5641,44.5517
53,4.1600,170.0092,157.8911,88.0000,center,q2,0.0000,30.6598,67.5049,1.0081,12.6011
54,4.2400,171.4348,154.3270,93.0000,center,q1,0.0000,32.6503,65.5009,3.8387,47.9836
55,4.3200,171.4348,151.8321,93.0000,center,q1,0.0000,34.6437,63.5576,2.4949,31.1862
56,4.4000,171.0784,150.7628,91.0000,center,q1,0.0000,35.7161,62.5075,1.1271,14.0885
57,4.4800,169.2963,147.5551,93.0000,center,q1,0.0000,39.3445,58.9077,3.6695,45.8687
58,4.5600,168.5835,146.8423,97.0000,center,q1,0.0000,40.3519,57.9027,1.0081,12.6011
59,4.6400,165.7322,143.9910,93.0000,center,q1,0.0000,44.3387,53.8836,4.0324,50.4045
60,4.7200,163.5937,142.5653,95.0000,center,q1,0.0000,46.7649,51.4197,2.5701,32.1267
61,4.8000,162.8809,141.4961,104.0000,center,q1,0.0000,48.0471,50.1412,1.2851,16.0633
62,4.8800,160.3860,138.6448,104.0000,center,q1,0.0000,51.8284,46.3542,3.7887,47.3591
63,4.9600,159.3168,136.1499,101.0000,center,q1,0.0000,54.4601,43.7539,2.7144,33.9295
64,5.0400,158.6039,133.6550,104.0000,center,q1,0.0000,56.8309,41.4054,2.5947,32.4341
65,5.1200,157.8911,131.1601,105.0000,center,q1,0.0000,59.1882,39.0880,2.5947,32.4341
66,5.2000,157.5347,129.7345,107.0000,center,q1,0.0000,60.5042,37.8158,1.4695,18.3691
67,5.2800,157.1783,125.8139,113.0000,center,q1,0.0000,63.5276,34.8645,3.9367,49.2089
68,5.3600,156.4655,123.3190,113.0000,center,q1,0.0000,65.7783,32.7133,2.5947,32.4341
69,5.4400,155.7526,120.4677,107.0000,center,q1,0.0000,68.1346,30.4227,2.9391,36.7382
70,5.5200,155.0398,117.6164,110.0000,center,q1,0.0000,70.3905,28.2524,2.9391,36.7382
71,5.6000,154.6834,116.5472,112.0000,center,q1,0.0000,71.2720,27.3983,1.1271,14.0885
72,5.6800,153.2577,111.9138,110.0000,center,q1,0.0000,74.7559,24.0693,4.8477,60.5968
73,5.7600,152.5449,109.0625,110.0000,center,q1,0.0000,76.4637,22.4572,2.9391,36.7382
74,5.8400,151.8321,106.2112,110.0000,center,q1,0.0000,77.8255,21.1328,2.9391,36.7382
75,5.9200,151.1193,103.3599,112.0000,center,q1,0.0000,78.8326,20.1529,2.9391,36.7382
76,6.0000,150.7628,101.9342,106.0000,center,q1,0.0000,79.1751,19.8089,1.4695,18.3691
77,6.0800,149.6936,97.3008,111.0000,center,q1,0.0000,79.3850,19.5158,4.7551,59.4393
78,6.1600,148.9808,94.0931,108.0000,center,q1,0.0000,78.7343,20.0091,3.2860,41.0746
79,6.2400,148.2679,91.5982,114.0000,center,q4,0.0000,77.9853,20.6145,2.5947,32.4341
80,6.3200,147.5551,88.3905,110.0000,center,q4,0.0000,76.3964,21.9789,3.2860,41.0746
81,6.4000,147.1987,87.3213,112.0000,center,q4,0.0000,75.8901,22.4360,1.1271,14.0885
82,6.4800,146.8423,82.3315,109.0000,center,q4,0.0000,72.2122,25.9128,5.0025,62.5312
83,6.5600,147.1987,79.4802,112.0000,center,q4,0.0000,69.6284,28.4230,2.8735,35.9187
84,6.6400,147.1987,76.6289,111.0000,center,q4,0.0000,67.1771,30.8071,2.8513,35.6413
85,6.7200,147.5551,73.4211,106.0000,center,q4,0.0000,64.2355,33.7501,3.2275,40.3432
86,6.8000,147.9115,71.9955,108.0000,center,q4,0.0000,62.8016,35.1691,1.4695,18.3691
87,6.8800,148.6244,68.0749,109.0000,center,q4,0.0000,58.9732,38.9688,3.9848,49.8103
88,6.9600,148.9808,64.8672,105.0000,center,q4,0.0000,55.8785,42.0054,3.2275,40.3432
89,7.0400,149.6936,62.0159,106.0000,center,q4,0.0000,52.9799,44.8907,2.9391,36.7382
90,7.1200,150.4064,59.5210,107.0000,center,q4,0.0000,50.4108,47.4572,2.5947,32.4341
91,7.2000,151.1193,58.0954,111.0000,center,q4,0.0000,48.8182,49.0498,1.5939,19.9241
92,7.2800,152.9013,54.5312,109.0000,center,q4,0.0000,44.8373,53.0316,3.9848,49.8103
93,7.3600,154.6834,52.3928,107.0000,center,q4,0.0000,42.1669,55.7204,2.7837,34.7960
94,7.4400,156.4655,50.2543,107.0000,center,q4,0.0000,39.5121,58.4182,2.7837,34.7960
